zone_id,latitude,longitude,hour,day_of_week,month,is_holiday,temperature,precipitation,event_nearby,population_density,num_restaurants,transit_stops_nearby,demand_count
Beltline,51.039103,-114.074301,4,4,10,1,0.9,4.4,0,12253.0,72,21,0
Sunnyside,51.057708,-114.084354,20,6,8,0,27.3,1.5,1,1031.0,28,19,27
Kensington,51.054373,-114.078933,2,6,2,0,-14.2,0.1,0,8998.0,148,16,4
Coventry Hills,51.15355,-114.083186,7,4,10,0,3.8,0.9,0,839.0,21,3,8
Beltline,51.041156,-114.069555,6,6,1,0,-12.4,0.6,0,12253.0,72,21,9
Sunnyside,51.05913,-114.077696,20,3,9,0,19.2,7.9,0,1031.0,28,19,18
Crowfoot,51.1234,-114.161061,4,2,9,0,14.9,0.0,0,1289.0,9,6,0
Bankview,51.032428,-114.099945,0,2,10,1,12.4,3.4,0,3178.0,18,7,1
Sunalta,51.042095,-114.090142,6,1,8,0,13.1,6.5,0,2854.0,63,15,12
McKenzie Towne,50.922473,-113.953235,8,6,7,0,13.1,2.6,0,1688.0,10,1,4
Tuscany,51.128083,-114.230386,6,3,7,0,18.4,3.8,0,425.0,14,1,0
Inglewood,51.038916,-114.032934,0,4,5,0,11.0,3.1,0,2547.0,14,15,2
Bankview,51.037864,-114.097472,14,6,10,0,7.4,0.3,0,3178.0,18,7,13
Tuscany,51.125083,-114.22865,11,4,4,0,2.2,11.1,0,425.0,14,1,1
Cliff Bungalow,51.030462,-114.076457,23,0,6,0,21.0,10.9,0,2836.0,77,7,10
Cliff Bungalow,51.031853,-114.078876,8,6,3,0,-0.6,0.3,0,2836.0,77,7,19
Inglewood,51.033324,-114.026558,20,5,1,0,-16.9,1.0,0,2547.0,14,15,10
Eau Claire,51.05299,-114.064086,13,6,1,0,-10.9,3.4,0,8455.0,24,4,11
Coventry Hills,51.154053,-114.087175,11,0,10,0,7.8,1.8,0,839.0,21,3,2
Shawnessy,50.911127,-114.068462,17,6,7,0,17.1,5.2,0,1900.0,8,1,12
Sunalta,51.0442,-114.093616,21,3,9,0,13.7,2.4,0,2854.0,63,15,12
Victoria Park,51.042533,-114.059821,8,5,6,0,16.2,0.8,0,13659.0,54,25,24
University District,51.077521,-114.129374,9,4,7,0,29.9,5.8,0,1952.0,4,5,21
Bankview,51.03229,-114.096994,18,6,9,0,24.2,2.1,0,3178.0,18,7,14
Beltline,51.044449,-114.072031,18,6,2,0,-7.9,1.2,0,12253.0,72,21,19
Inglewood,51.036681,-114.027707,4,6,6,0,19.4,0.2,0,2547.0,14,15,1
Tuscany,51.130324,-114.225896,10,1,5,0,4.1,4.1,0,425.0,14,1,2
Tuscany,51.129413,-114.218368,1,1,1,0,-10.7,1.7,0,425.0,14,1,0
Bridgeland,51.050254,-114.048243,15,6,1,1,-3.7,0.6,0,7505.0,38,33,19
Kensington,51.055407,-114.087267,21,4,12,0,-7.5,0.1,1,8998.0,148,16,12
McKenzie Towne,50.921513,-113.956962,6,6,10,0,-2.5,3.5,0,1688.0,10,1,0
University District,51.079749,-114.128376,13,4,9,0,12.2,3.0,0,1952.0,4,5,9
Beltline,51.038854,-114.070696,21,3,11,0,4.5,1.2,0,12253.0,72,21,12
Victoria Park,51.043519,-114.051746,1,0,6,0,15.8,0.4,0,13659.0,54,25,4
Mission,51.033874,-114.061847,21,2,7,0,15.2,7.7,0,2547.0,129,15,15
Tuscany,51.126716,-114.224479,1,2,12,0,-10.9,4.1,0,425.0,14,1,0
Crowfoot,51.119884,-114.157239,14,4,8,0,22.5,5.9,0,1289.0,9,6,9
Marda Loop,51.023875,-114.096448,13,6,1,1,-17.4,0.2,0,1451.0,7,3,4
Tuscany,51.126896,-114.224805,11,1,10,0,4.5,1.9,0,425.0,14,1,2
Marlborough,51.056349,-113.971408,17,6,2,0,-8.2,0.1,0,1531.0,10,4,10
Eau Claire,51.053709,-114.06563,4,5,4,0,10.9,2.9,0,8455.0,24,4,2
Bankview,51.03043,-114.094489,6,6,12,0,-15.4,2.2,0,3178.0,18,7,0
Kensington,51.053711,-114.086664,3,1,1,0,-9.0,1.3,0,8998.0,148,16,2
Eau Claire,51.053155,-114.071333,10,6,6,0,15.3,5.7,0,8455.0,24,4,13
Crowfoot,51.121354,-114.157833,18,6,8,0,16.8,6.0,0,1289.0,9,6,9
Inglewood,51.036625,-114.025444,10,2,11,0,-2.3,0.5,0,2547.0,14,15,6
McKenzie Towne,50.920061,-113.955555,0,4,8,0,24.2,7.8,0,1688.0,10,1,1
Marlborough,51.052959,-113.973941,3,5,11,0,-0.3,2.6,0,1531.0,10,4,0
Marda Loop,51.028081,-114.098591,4,1,10,0,11.0,3.3,0,1451.0,7,3,0
Hillhurst,51.057454,-114.091887,22,4,2,0,-1.1,0.4,0,11663.0,44,7,10
Coventry Hills,51.155048,-114.085575,5,3,6,0,6.9,14.6,0,839.0,21,3,0
17th Avenue SW,51.036505,-114.078168,16,4,11,0,-2.9,0.3,0,10501.0,66,8,25
Mount Royal,51.031542,-114.081281,10,0,6,0,21.3,1.6,0,10123.0,46,3,21
Sunalta,51.044914,-114.090625,10,6,9,0,14.4,0.1,0,2854.0,63,15,7
Kensington,51.052523,-114.082298,0,6,5,0,10.5,25.1,0,8998.0,148,16,9
Sunalta,51.042651,-114.086232,10,0,9,0,19.8,11.9,0,2854.0,63,15,19
Marda Loop,51.024402,-114.096063,19,4,8,0,16.9,0.4,0,1451.0,7,3,12
McKenzie Towne,50.919278,-113.961369,0,0,6,0,20.8,15.6,0,1688.0,10,1,1
Beltline,51.041209,-114.073525,16,0,6,0,14.0,2.0,1,12253.0,72,21,57
Forest Lawn,51.044386,-113.964176,3,0,2,0,-8.2,0.2,0,2420.0,8,4,0
Eau Claire,51.052943,-114.072916,20,5,10,0,8.2,1.7,0,8455.0,24,4,26
Coventry Hills,51.15217,-114.079631,11,4,2,0,0.6,0.1,0,839.0,21,3,6
Downtown Commercial Core,51.048338,-114.063603,19,2,12,0,-13.5,0.3,0,9194.0,132,27,18
Marda Loop,51.026412,-114.094944,16,3,6,0,13.3,1.1,0,1451.0,7,3,24
Hillhurst,51.057199,-114.096979,22,0,5,0,8.5,8.3,0,11663.0,44,7,16
Eau Claire,51.052692,-114.070996,20,2,9,0,12.3,0.8,0,8455.0,24,4,20
Kensington,51.053081,-114.083854,23,5,4,0,4.1,4.4,0,8998.0,148,16,18
Cliff Bungalow,51.035752,-114.080692,2,6,7,0,12.8,3.8,0,2836.0,77,7,4
Sunalta,51.044601,-114.089467,19,1,1,0,-8.0,2.7,0,2854.0,63,15,13
Bridgeland,51.055626,-114.044307,2,1,3,0,3.9,1.2,0,7505.0,38,33,2
Bridgeland,51.056665,-114.043793,4,0,9,0,9.8,4.2,0,7505.0,38,33,2
Bowness,51.092856,-114.187869,15,2,11,0,-3.9,1.4,0,677.0,6,6,9
Chinatown,51.053858,-114.0671,2,6,5,0,7.5,1.7,0,14759.0,49,10,4
Shawnessy,50.909721,-114.068751,12,0,2,0,-11.5,0.8,0,1900.0,8,1,4
Bankview,51.031498,-114.093861,9,1,9,0,15.5,11.4,0,3178.0,18,7,20
Crowfoot,51.124821,-114.160286,12,0,12,0,-5.4,1.6,0,1289.0,9,6,3
Crescent Heights,51.060805,-114.054172,13,0,9,0,23.5,4.0,0,4062.0,74,4,20
Marlborough,51.054657,-113.964814,4,6,1,0,-10.8,0.5,0,1531.0,10,4,0
Crowfoot,51.123825,-114.158768,2,1,9,0,15.1,2.4,0,1289.0,9,6,0
Forest Lawn,51.041625,-113.968251,22,6,4,0,10.4,4.8,1,2420.0,8,4,14
Cliff Bungalow,51.033759,-114.075645,12,5,6,0,13.2,4.3,0,2836.0,77,7,21
Hillhurst,51.054234,-114.093829,1,5,6,0,20.9,0.9,0,11663.0,44,7,3
17th Avenue SW,51.038118,-114.08513,17,0,7,0,23.3,0.2,0,10501.0,66,8,46
Bridgeland,51.055447,-114.045139,10,6,9,0,6.3,10.8,1,7505.0,38,33,37
Victoria Park,51.043886,-114.055862,1,4,9,0,7.4,0.3,0,13659.0,54,25,3
Beltline,51.041184,-114.072076,12,3,1,0,-11.8,1.3,0,12253.0,72,21,19
Sunalta,51.042603,-114.098262,1,4,5,0,18.2,2.2,0,2854.0,63,15,3
Victoria Park,51.042298,-114.063071,7,5,2,0,3.9,0.9,0,13659.0,54,25,14
Sunalta,51.038942,-114.089802,15,2,1,0,-7.1,1.1,0,2854.0,63,15,19
Sunalta,51.041482,-114.095889,20,3,7,0,15.2,1.2,0,2854.0,63,15,20
Crescent Heights,51.055701,-114.064507,7,6,2,0,-6.5,0.3,0,4062.0,74,4,5
Chinatown,51.049687,-114.064362,5,2,12,0,-14.9,0.4,0,14759.0,49,10,3
East Village,51.045829,-114.044009,8,3,5,0,7.3,3.7,0,14642.0,72,17,35
Marda Loop,51.024593,-114.095727,0,4,10,0,-7.8,1.8,1,1451.0,7,3,2
Mount Royal,51.028847,-114.084434,8,2,9,0,8.5,1.6,0,10123.0,46,3,24
Marlborough,51.052918,-113.975171,2,0,11,0,-6.3,0.8,0,1531.0,10,4,0
Crescent Heights,51.056613,-114.056564,14,4,6,0,13.2,5.4,0,4062.0,74,4,22
Mount Royal,51.028338,-114.080647,3,6,10,0,10.5,0.3,0,10123.0,46,3,1
Bowness,51.086376,-114.184024,20,0,6,0,16.2,11.1,0,677.0,6,6,14
Marda Loop,51.026649,-114.093645,6,2,9,0,6.7,1.7,0,1451.0,7,3,4
McKenzie Towne,50.919161,-113.956067,21,4,2,0,3.7,0.4,0,1688.0,10,1,5
Sunnyside,51.060576,-114.084828,3,4,9,0,18.0,0.5,0,1031.0,28,19,3
Bridgeland,51.05653,-114.040967,23,0,10,0,-2.5,4.7,0,7505.0,38,33,12
Tuscany,51.129868,-114.22765,13,4,8,0,18.9,0.0,0,425.0,14,1,5
Cliff Bungalow,51.035255,-114.078995,4,5,4,0,13.0,1.4,0,2836.0,77,7,1
Mission,51.032601,-114.064068,0,5,3,0,1.9,2.4,0,2547.0,129,15,5
Crowfoot,51.125265,-114.162638,1,6,11,0,-4.5,0.0,0,1289.0,9,6,1
McKenzie Towne,50.919718,-113.9525,0,1,5,0,10.9,2.2,0,1688.0,10,1,0
Mission,51.035253,-114.069651,1,0,2,0,-15.8,0.7,0,2547.0,129,15,1
Cliff Bungalow,51.032657,-114.081031,1,0,6,0,15.0,4.5,0,2836.0,77,7,2
Crowfoot,51.123923,-114.158714,0,0,4,0,7.4,7.5,0,1289.0,9,6,3
McKenzie Towne,50.918335,-113.963598,5,6,11,0,3.3,6.9,0,1688.0,10,1,1
Mount Royal,51.030157,-114.083925,5,1,10,0,2.6,0.2,0,10123.0,46,3,0
Tuscany,51.124874,-114.22408,9,2,3,0,-4.1,0.5,0,425.0,14,1,3
Sunalta,51.041178,-114.090181,1,1,11,0,-11.4,0.6,0,2854.0,63,15,1
Marda Loop,51.024531,-114.092546,15,0,7,0,16.2,9.8,0,1451.0,7,3,21
Mission,51.034064,-114.066152,18,0,6,0,20.3,8.8,0,2547.0,129,15,44
Signal Hill,51.016956,-114.172796,17,6,8,0,18.1,4.7,0,1089.0,3,4,23
17th Avenue SW,51.037952,-114.078591,0,6,7,0,15.0,2.5,0,10501.0,66,8,4
Marda Loop,51.028329,-114.095318,16,4,11,0,5.2,0.6,0,1451.0,7,3,16
Bankview,51.036924,-114.091179,10,1,7,0,13.7,1.7,0,3178.0,18,7,14
Eau Claire,51.051234,-114.068678,0,2,9,0,6.4,1.7,0,8455.0,24,4,1
Crowfoot,51.123848,-114.162227,18,0,1,0,-13.4,0.4,1,1289.0,9,6,5
Tuscany,51.126479,-114.221442,15,3,9,0,11.0,0.8,0,425.0,14,1,7
Forest Lawn,51.04844,-113.970278,10,0,10,0,8.6,1.3,0,2420.0,8,4,6
Kensington,51.054123,-114.088586,5,2,7,0,13.7,6.1,0,8998.0,148,16,9
Crowfoot,51.123391,-114.162245,23,0,5,0,7.2,7.5,0,1289.0,9,6,4
17th Avenue SW,51.041206,-114.077338,3,0,6,0,22.7,7.1,0,10501.0,66,8,1
17th Avenue SW,51.038202,-114.081834,13,0,2,0,-0.7,0.6,1,10501.0,66,8,40
Tuscany,51.130373,-114.226517,7,1,9,0,16.1,4.4,0,425.0,14,1,3
Cliff Bungalow,51.036111,-114.076432,1,6,1,0,-3.6,1.8,1,2836.0,77,7,3
Hillhurst,51.057737,-114.092273,14,6,3,0,-6.2,1.6,0,11663.0,44,7,10
Sunnyside,51.057776,-114.080451,14,4,1,0,-12.0,0.8,0,1031.0,28,19,9
Marlborough,51.052066,-113.973252,14,6,2,0,-11.1,0.0,0,1531.0,10,4,5
East Village,51.050243,-114.056057,20,1,9,0,15.9,1.9,0,14642.0,72,17,23
Beltline,51.043378,-114.069701,6,4,10,0,4.7,0.2,0,12253.0,72,21,7
Marlborough,51.054071,-113.967883,13,3,2,1,-12.0,0.8,0,1531.0,10,4,6
17th Avenue SW,51.040178,-114.076887,5,1,10,0,11.9,2.9,0,10501.0,66,8,3
Downtown Commercial Core,51.050316,-114.063155,9,4,1,0,-5.9,0.6,0,9194.0,132,27,23
Bowness,51.087873,-114.188129,0,4,1,1,-6.5,0.9,0,677.0,6,6,0
Coventry Hills,51.155445,-114.081033,18,5,8,0,24.0,1.4,0,839.0,21,3,13
Victoria Park,51.041056,-114.058889,10,1,8,0,25.4,1.2,0,13659.0,54,25,23
Inglewood,51.037243,-114.025762,18,3,8,1,15.4,10.0,0,2547.0,14,15,26
Tuscany,51.125693,-114.221754,16,5,10,0,11.9,1.7,0,425.0,14,1,6
Hillhurst,51.054972,-114.095049,8,1,5,0,11.8,1.1,0,11663.0,44,7,25
Bankview,51.028544,-114.094563,9,6,9,0,14.0,16.6,0,3178.0,18,7,11
Marlborough,51.056392,-113.975801,4,5,10,0,8.2,1.0,0,1531.0,10,4,2
Hillhurst,51.05645,-114.095955,3,6,8,0,16.9,0.5,0,11663.0,44,7,2
University District,51.075893,-114.131188,17,2,5,0,8.3,8.4,0,1952.0,4,5,20
Downtown Commercial Core,51.046754,-114.065837,13,3,5,0,12.0,18.1,0,9194.0,132,27,32
Inglewood,51.038203,-114.023768,2,1,11,0,0.9,0.7,0,2547.0,14,15,3
Chinatown,51.049906,-114.067413,0,3,9,0,21.8,0.2,1,14759.0,49,10,7
Crowfoot,51.122717,-114.163237,1,0,4,0,2.6,2.5,0,1289.0,9,6,0
Tuscany,51.125667,-114.22494,5,4,11,0,2.4,0.3,0,425.0,14,1,0
Tuscany,51.130578,-114.221141,6,5,7,1,22.6,2.5,0,425.0,14,1,0
Inglewood,51.038806,-114.027732,12,3,2,0,-3.2,0.3,0,2547.0,14,15,13
Crescent Heights,51.059588,-114.060555,3,5,10,0,10.4,0.8,1,4062.0,74,4,0
University District,51.077813,-114.122863,8,3,2,0,-7.4,0.0,0,1952.0,4,5,17
Sunalta,51.042707,-114.086936,21,6,3,0,-0.3,4.8,0,2854.0,63,15,20
Forest Lawn,51.043527,-113.973311,14,2,8,0,23.4,3.2,0,2420.0,8,4,14
Marda Loop,51.024234,-114.09278,23,5,7,0,23.7,0.6,0,1451.0,7,3,11
Coventry Hills,51.15568,-114.083627,10,4,1,0,-13.1,0.5,0,839.0,21,3,2
Crescent Heights,51.058409,-114.06124,15,4,11,0,-0.9,0.8,0,4062.0,74,4,17
Signal Hill,51.021892,-114.171296,7,3,9,0,19.8,0.4,0,1089.0,3,4,9
Sunalta,51.044025,-114.092123,23,6,2,0,-3.6,0.8,0,2854.0,63,15,3
Downtown Commercial Core,51.049044,-114.063353,2,0,6,0,15.4,6.0,0,9194.0,132,27,5
Hillhurst,51.059058,-114.094357,16,4,5,0,5.1,1.0,1,11663.0,44,7,48
Bankview,51.031387,-114.097852,15,0,9,0,20.9,5.3,0,3178.0,18,7,14
Cliff Bungalow,51.036163,-114.072426,4,0,4,1,2.0,0.3,0,2836.0,77,7,1
Hillhurst,51.058207,-114.095707,10,6,5,0,4.5,12.6,0,11663.0,44,7,31
McKenzie Towne,50.920529,-113.955872,19,2,10,0,-3.3,0.1,0,1688.0,10,1,10
Mission,51.035098,-114.061366,1,2,4,0,-11.0,0.0,1,2547.0,129,15,5
Eau Claire,51.056741,-114.065936,2,3,2,0,-1.8,0.7,0,8455.0,24,4,2
Mission,51.03403,-114.066625,6,6,12,0,-11.1,1.0,0,2547.0,129,15,8
Marda Loop,51.022457,-114.09969,21,6,10,0,2.1,6.5,0,1451.0,7,3,16
McKenzie Towne,50.922506,-113.955231,1,4,2,1,-8.3,2.2,0,1688.0,10,1,1
Coventry Hills,51.154535,-114.085084,21,1,9,0,12.0,1.7,0,839.0,21,3,5
Mission,51.031284,-114.064356,19,2,4,0,2.3,3.2,1,2547.0,129,15,39
McKenzie Towne,50.921146,-113.956312,14,6,8,0,27.0,1.3,1,1688.0,10,1,3
Marda Loop,51.02848,-114.098756,6,4,9,0,11.8,3.7,0,1451.0,7,3,2
Eau Claire,51.051133,-114.068322,12,3,3,1,6.6,4.2,0,8455.0,24,4,14
Shawnessy,50.909058,-114.069437,7,1,10,0,3.9,1.1,1,1900.0,8,1,9
Chinatown,51.052349,-114.070455,22,0,4,0,-0.4,2.2,1,14759.0,49,10,33
Downtown Commercial Core,51.047963,-114.06289,22,4,1,0,-3.8,0.1,0,9194.0,132,27,12
Mount Royal,51.030851,-114.086977,4,6,11,0,-4.0,3.3,0,10123.0,46,3,0
Sunalta,51.040223,-114.092652,8,6,8,0,19.4,1.6,0,2854.0,63,15,20
Cliff Bungalow,51.034597,-114.080468,23,1,7,0,10.0,13.9,0,2836.0,77,7,6
Victoria Park,51.040934,-114.055515,17,5,9,0,5.1,5.6,0,13659.0,54,25,51
Inglewood,51.036821,-114.031228,5,3,1,0,-15.1,0.2,0,2547.0,14,15,1
Bowness,51.088833,-114.183905,2,5,1,0,-9.7,0.5,1,677.0,6,6,1
Signal Hill,51.016501,-114.170948,14,5,4,0,3.7,0.1,0,1089.0,3,4,9
Victoria Park,51.041992,-114.060596,20,3,4,0,7.2,0.1,0,13659.0,54,25,20
Crowfoot,51.119268,-114.160937,3,4,10,0,11.5,0.4,0,1289.0,9,6,0
Crowfoot,51.120145,-114.164331,7,6,10,0,3.2,1.2,0,1289.0,9,6,1
Ramsay,51.039491,-114.029644,13,2,4,0,4.3,2.4,0,4208.0,75,13,30
Sunnyside,51.057182,-114.076586,1,5,8,0,18.1,4.7,0,1031.0,28,19,3
Crowfoot,51.119926,-114.158639,1,4,10,0,1.3,5.6,0,1289.0,9,6,1
Marda Loop,51.026109,-114.093421,10,6,2,0,-10.5,2.3,0,1451.0,7,3,5
Inglewood,51.038518,-114.016786,1,5,8,0,18.5,4.9,0,2547.0,14,15,6
Downtown Commercial Core,51.047691,-114.064649,12,5,5,0,11.7,2.3,0,9194.0,132,27,28
Hillhurst,51.057096,-114.087847,19,0,10,0,5.2,0.6,0,11663.0,44,7,21
Ramsay,51.03574,-114.033143,15,0,1,0,-3.1,1.1,0,4208.0,75,13,12
Cliff Bungalow,51.02909,-114.077172,20,0,5,0,9.1,8.0,0,2836.0,77,7,23
Cliff Bungalow,51.036567,-114.074437,18,3,7,0,18.8,29.3,0,2836.0,77,7,31
17th Avenue SW,51.032199,-114.08328,5,3,4,0,12.1,1.7,0,10501.0,66,8,3
Crescent Heights,51.057508,-114.061213,8,5,1,0,-10.0,0.9,0,4062.0,74,4,4
Bowness,51.087133,-114.188319,20,4,8,0,18.7,10.0,0,677.0,6,6,14
East Village,51.045854,-114.054185,5,0,4,0,-1.5,4.2,0,14642.0,72,17,4
East Village,51.046768,-114.049618,13,5,11,0,-3.6,0.7,0,14642.0,72,17,23
Bowness,51.085763,-114.182496,22,3,8,0,29.1,1.1,0,677.0,6,6,4
Hillhurst,51.061743,-114.091136,17,5,1,0,-5.6,0.8,0,11663.0,44,7,25
Victoria Park,51.040325,-114.051561,15,1,9,0,0.7,1.7,0,13659.0,54,25,19
Sunalta,51.043985,-114.097755,16,2,5,0,14.0,0.2,0,2854.0,63,15,21
Shawnessy,50.907391,-114.066218,11,6,9,0,23.4,1.6,0,1900.0,8,1,4
Downtown Commercial Core,51.046806,-114.062367,15,4,5,0,13.0,5.0,0,9194.0,132,27,41
Bankview,51.032585,-114.093744,8,2,11,0,-2.0,0.9,0,3178.0,18,7,23
Shawnessy,50.908776,-114.062842,4,1,8,0,24.0,2.1,0,1900.0,8,1,1
Victoria Park,51.03995,-114.05315,7,3,8,0,19.9,5.3,0,13659.0,54,25,31
Chinatown,51.052149,-114.071408,12,6,1,0,-20.8,1.0,0,14759.0,49,10,16
Bridgeland,51.057695,-114.042297,23,1,12,0,-10.1,0.3,0,7505.0,38,33,3
Shawnessy,50.912978,-114.067926,23,1,6,0,15.3,9.6,0,1900.0,8,1,7
Coventry Hills,51.153254,-114.082004,6,2,7,0,23.7,2.8,0,839.0,21,3,2
Mount Royal,51.033464,-114.082795,11,3,11,0,4.0,0.4,0,10123.0,46,3,15
Hillhurst,51.056026,-114.096471,17,2,5,0,12.0,0.3,0,11663.0,44,7,24
Inglewood,51.038583,-114.028345,21,5,6,0,18.0,5.2,0,2547.0,14,15,15
Marlborough,51.055262,-113.974298,20,4,11,0,-2.7,0.5,0,1531.0,10,4,10
Eau Claire,51.050204,-114.073737,20,0,8,0,17.3,5.2,0,8455.0,24,4,27
Cliff Bungalow,51.036582,-114.079727,17,4,12,0,-4.8,1.2,0,2836.0,77,7,27
Victoria Park,51.038744,-114.058036,3,1,12,0,2.5,0.6,0,13659.0,54,25,0
Beltline,51.040956,-114.067097,0,4,4,0,-0.7,4.7,1,12253.0,72,21,7
East Village,51.045072,-114.046902,23,6,12,0,-10.9,1.9,0,14642.0,72,17,4
Mount Royal,51.033494,-114.086269,22,0,11,1,-10.2,0.0,0,10123.0,46,3,6
Cliff Bungalow,51.036311,-114.075948,15,1,2,0,-9.8,0.4,0,2836.0,77,7,14
Downtown Commercial Core,51.04515,-114.068538,5,4,6,0,9.0,0.0,0,9194.0,132,27,7
Eau Claire,51.048471,-114.070887,22,6,2,0,-3.0,2.6,0,8455.0,24,4,12
Ramsay,51.041491,-114.034811,2,0,8,0,19.3,8.8,1,4208.0,75,13,4
Beltline,51.042091,-114.075666,19,3,8,0,19.5,2.9,0,12253.0,72,21,30
Chinatown,51.049036,-114.067857,16,2,8,0,24.1,1.4,0,14759.0,49,10,28
Bridgeland,51.054432,-114.039297,10,4,8,0,11.6,2.8,0,7505.0,38,33,21
Marda Loop,51.026957,-114.091303,1,4,9,0,5.5,0.7,1,1451.0,7,3,1
Ramsay,51.037308,-114.036606,1,3,11,0,-7.3,3.1,0,4208.0,75,13,1
Downtown Commercial Core,51.046268,-114.067179,22,6,5,0,5.1,4.0,0,9194.0,132,27,25
Crescent Heights,51.05619,-114.064246,0,4,7,0,23.4,9.0,0,4062.0,74,4,3
McKenzie Towne,50.922338,-113.958059,6,0,10,0,6.2,1.9,0,1688.0,10,1,0
East Village,51.047522,-114.050113,18,1,6,0,4.5,2.9,0,14642.0,72,17,28
McKenzie Towne,50.921281,-113.95669,7,1,5,0,5.0,3.4,0,1688.0,10,1,4
Sunnyside,51.061009,-114.081165,18,1,12,0,-1.5,0.1,0,1031.0,28,19,19
Mission,51.039834,-114.063572,3,3,11,0,-9.8,0.1,0,2547.0,129,15,1
Victoria Park,51.039656,-114.060024,20,2,6,1,18.8,13.7,0,13659.0,54,25,14
Inglewood,51.033807,-114.024501,0,6,11,0,-4.2,0.9,0,2547.0,14,15,2
Kensington,51.048022,-114.083223,19,4,3,0,-7.9,4.4,0,8998.0,148,16,15
McKenzie Towne,50.919842,-113.953463,4,1,2,0,-10.9,1.8,0,1688.0,10,1,1
Marda Loop,51.024499,-114.095236,10,6,10,0,5.8,0.3,0,1451.0,7,3,10
Inglewood,51.038503,-114.031336,11,6,8,0,12.3,4.7,1,2547.0,14,15,38
Sunnyside,51.058513,-114.080364,16,1,7,0,20.6,1.3,0,1031.0,28,19,23
Downtown Commercial Core,51.046808,-114.065308,7,5,9,0,13.3,0.8,0,9194.0,132,27,15
Mission,51.035233,-114.06359,8,6,4,0,9.6,3.4,0,2547.0,129,15,14
17th Avenue SW,51.042189,-114.08231,6,5,11,0,-8.5,0.4,0,10501.0,66,8,7
Downtown Commercial Core,51.0469,-114.062192,22,5,7,0,27.9,5.9,0,9194.0,132,27,32
Sunnyside,51.0602,-114.085574,13,6,11,0,3.0,1.0,1,1031.0,28,19,32
Bankview,51.033146,-114.092074,12,3,2,0,0.7,0.6,0,3178.0,18,7,13
Forest Lawn,51.042781,-113.978443,15,3,12,0,-1.2,1.5,0,2420.0,8,4,6
Ramsay,51.03869,-114.04023,5,6,2,1,-2.0,0.0,0,4208.0,75,13,0
Chinatown,51.050753,-114.065627,18,0,9,0,17.0,0.3,0,14759.0,49,10,27
Victoria Park,51.039969,-114.053546,11,4,12,0,-13.6,1.4,0,13659.0,54,25,16
Cliff Bungalow,51.037607,-114.072657,4,1,5,0,11.2,2.0,0,2836.0,77,7,0
East Village,51.047161,-114.050699,14,2,10,0,2.5,0.7,0,14642.0,72,17,11
Crowfoot,51.123992,-114.16102,22,4,8,0,14.8,12.4,0,1289.0,9,6,9
Ramsay,51.038128,-114.039192,0,5,10,0,-3.2,1.2,0,4208.0,75,13,8
Hillhurst,51.054775,-114.091427,10,3,2,0,-17.3,0.1,1,11663.0,44,7,12
Eau Claire,51.051303,-114.06924,7,0,11,0,-7.9,0.4,0,8455.0,24,4,20
Cliff Bungalow,51.038301,-114.075714,11,2,3,0,-6.7,0.1,0,2836.0,77,7,12
Crowfoot,51.121945,-114.159985,18,0,8,0,18.1,1.3,0,1289.0,9,6,3
Eau Claire,51.053841,-114.075311,3,0,1,0,-10.9,0.7,0,8455.0,24,4,2
Crowfoot,51.126516,-114.155452,6,1,4,0,8.6,3.9,0,1289.0,9,6,3
Signal Hill,51.017648,-114.170048,19,3,11,0,-3.1,3.3,0,1089.0,3,4,9
Crescent Heights,51.053006,-114.066945,5,0,8,0,28.4,12.2,0,4062.0,74,4,4
Marlborough,51.053132,-113.978081,22,1,5,0,1.4,1.7,0,1531.0,10,4,5
Shawnessy,50.909414,-114.063166,0,1,6,0,20.4,19.7,0,1900.0,8,1,1
Downtown Commercial Core,51.047081,-114.064549,22,4,1,0,-8.5,0.4,0,9194.0,132,27,11
Crowfoot,51.124892,-114.157003,13,0,6,0,21.9,3.8,0,1289.0,9,6,9
Sunnyside,51.057552,-114.082442,17,0,6,1,10.8,7.8,0,1031.0,28,19,28
Ramsay,51.038806,-114.032008,6,6,3,0,-0.7,0.3,0,4208.0,75,13,7
17th Avenue SW,51.039286,-114.07284,23,1,11,0,-1.0,2.2,0,10501.0,66,8,9
Marda Loop,51.028931,-114.091152,8,6,9,1,8.2,3.7,0,1451.0,7,3,6
Kensington,51.051466,-114.084927,15,5,12,0,-12.6,0.0,0,8998.0,148,16,17
Signal Hill,51.01415,-114.170368,15,4,11,0,-3.1,1.0,0,1089.0,3,4,6
Shawnessy,50.912449,-114.069274,22,6,3,0,-5.0,3.5,0,1900.0,8,1,2
Downtown Commercial Core,51.050571,-114.064461,15,2,2,0,-6.2,0.6,1,9194.0,132,27,46
Mission,51.033885,-114.064222,23,3,1,0,-7.0,0.4,0,2547.0,129,15,2
McKenzie Towne,50.921515,-113.962252,2,4,4,0,7.9,3.3,0,1688.0,10,1,1
Bridgeland,51.057729,-114.038921,1,2,11,0,2.5,0.0,0,7505.0,38,33,3
Sunnyside,51.056578,-114.086481,4,5,6,0,14.0,7.3,0,1031.0,28,19,2
McKenzie Towne,50.92099,-113.959473,13,1,2,0,-11.2,1.4,0,1688.0,10,1,3
Hillhurst,51.05567,-114.093389,15,0,3,0,3.9,1.9,0,11663.0,44,7,17
