machine_id,temperature,vibration,pressure,rpm,power_consumption,operating_hours,age_months,maintenance_history_count,failure_within_7days,rolling_mean_temp_24h,rolling_std_vibration_24h,temp_pressure_ratio
6,70.26,3.967,4.43,1305.2,50.53,28308,71,2,0,72.16,2.2993,15.86
40,56.68,2.018,5.44,1269.0,81.82,39099,23,8,0,70.63,2.6473,10.4191
44,92.58,5.037,3.31,2087.4,107.02,15271,41,3,1,68.1,2.2448,27.9698
19,68.23,2.097,5.48,1388.7,54.94,34115,75,12,0,68.57,1.294,12.4507
44,76.49,2.104,5.36,1575.6,60.12,15272,41,3,0,68.74,2.2231,14.2705
47,72.97,2.72,6.25,1680.4,53.27,17811,55,7,0,74.73,1.9303,11.6752
31,54.56,2.402,5.3,1683.7,37.8,8317,56,3,0,69.22,1.127,10.2943
41,70.07,4.054,4.45,1842.5,52.85,16703,22,7,0,66.82,2.1743,15.7461
38,77.37,4.542,5.25,1901.1,68.44,28157,81,13,0,74.73,2.3136,14.7371
45,64.02,1.414,6.11,1744.6,60.92,1303,30,11,0,71.0,3.0483,10.4779
24,71.47,2.252,5.75,1780.2,67.99,2215,86,13,0,76.73,1.8204,12.4296
17,66.39,2.85,5.47,1061.1,71.69,48814,49,0,0,74.99,4.4472,12.1371
45,75.21,3.147,6.16,1318.5,51.71,1131,30,11,0,71.33,3.0305,12.2094
13,84.57,3.388,5.52,1179.6,61.88,46871,72,9,0,72.54,2.6155,15.3207
44,64.37,2.973,6.56,1289.7,70.04,15656,41,3,0,68.98,2.2016,9.8125
4,81.46,1.821,5.14,1455.5,30.2,31669,45,1,0,67.65,1.8097,15.8482
46,76.04,13.26,3.03,1622.3,77.61,11408,19,9,1,67.77,2.608,25.0957
19,66.37,1.241,6.29,1487.5,38.71,34144,75,12,0,68.11,1.3164,10.5517
1,62.85,1.411,5.94,766.1,56.57,2717,74,9,0,75.15,3.0829,10.5808
34,54.32,1.073,4.46,1733.3,40.57,36951,12,19,0,66.14,1.1651,12.1794
13,54.72,1.983,6.84,1413.0,48.95,47038,72,9,0,71.97,2.5934,8.0
19,65.3,1.699,6.05,1531.8,45.75,34192,75,12,0,67.54,1.3291,10.7934
41,64.66,3.606,5.26,1494.6,49.69,16913,22,7,0,66.84,2.15,12.2928
6,77.3,2.175,4.77,1273.0,52.69,28543,71,2,0,72.58,2.297,16.2055
24,73.73,1.724,5.04,1536.9,61.94,2442,86,13,0,76.61,1.8144,14.629
48,68.92,2.262,6.35,1620.4,68.19,29964,115,7,0,75.16,2.3271,10.8535
11,63.32,3.223,4.52,1220.0,60.28,39893,84,14,0,70.01,2.0993,14.0088
40,93.85,7.314,3.78,1947.9,66.5,39140,23,8,1,71.63,2.7461,24.828
34,64.34,1.633,4.97,1324.4,53.13,36936,12,19,0,66.51,1.1759,12.9457
9,102.43,3.7,5.67,1590.6,90.18,28952,28,7,1,72.69,1.6984,18.0653
11,64.55,4.397,5.93,1478.1,43.88,39948,84,14,0,69.69,2.0739,10.8853
34,73.11,5.872,5.67,1462.1,48.92,36720,12,19,0,67.39,1.3442,12.8942
47,85.9,1.673,5.52,1525.5,58.55,17918,55,7,0,74.94,1.931,15.5616
39,63.76,2.239,6.01,1626.7,38.04,34308,15,13,0,69.92,2.6228,10.609
13,73.11,2.259,5.28,1555.4,85.71,46953,72,9,0,72.44,2.5998,13.8466
44,62.83,3.384,6.62,1464.7,76.68,15402,41,3,0,68.35,0.9549,9.4909
7,71.52,2.67,7.04,1347.4,70.66,2588,118,6,0,72.01,1.6402,10.1591
7,81.78,2.649,4.52,1325.1,62.65,3034,118,6,0,71.6,1.6324,18.0929
42,60.96,2.071,6.61,1538.5,38.2,5576,63,17,0,68.23,1.0342,9.2224
36,84.44,2.111,5.29,1507.9,57.08,32463,32,13,0,70.87,2.9393,15.9622
1,71.68,2.605,4.37,1693.3,59.79,2669,74,9,0,74.24,2.4369,16.4027
14,56.42,2.858,6.49,1517.5,30.36,32990,41,2,0,65.42,1.4284,8.6934
34,73.13,5.58,4.71,1319.3,50.3,36873,12,19,0,67.43,1.4474,15.5265
33,78.4,2.331,4.73,1356.3,66.73,17650,109,0,0,72.54,1.3106,16.5751
21,79.64,1.518,6.32,1490.6,32.57,41295,7,11,0,69.47,2.1679,12.6013
4,69.33,1.97,5.1,1082.7,51.96,31479,45,1,0,67.79,1.7899,13.5941
28,68.12,3.106,5.71,1506.6,57.06,48082,40,2,0,70.78,1.909,11.9299
4,72.44,1.515,4.49,1470.7,62.97,31552,45,1,0,67.36,1.7734,16.1336
29,68.15,1.318,5.63,1371.5,60.59,36856,18,13,0,71.04,2.2192,12.1048
5,65.0,1.509,4.45,1550.8,46.83,31545,49,5,0,67.4,1.4063,14.6067
15,70.76,1.809,6.69,1387.5,49.22,12530,110,16,0,69.54,1.6972,10.577
22,74.59,1.729,4.75,1452.8,43.77,25335,35,6,0,73.18,3.328,15.7032
24,75.02,3.828,5.33,1540.8,58.77,2422,86,13,0,76.76,1.8171,14.075
50,65.75,2.048,5.58,1577.5,49.24,22192,21,3,0,71.2,4.5315,11.7832
14,63.12,2.254,5.6,1781.5,59.44,33149,41,2,0,65.48,1.394,11.2714
49,65.04,2.36,5.01,1650.6,66.44,35125,62,5,0,71.37,1.0193,12.982
9,70.86,3.571,7.07,1468.6,46.01,28779,28,7,0,72.44,1.6775,10.0226
7,63.28,1.465,5.49,1322.4,73.49,2984,118,6,0,71.79,1.6045,11.5264
6,64.76,3.313,7.02,1432.3,41.14,28599,71,2,0,72.33,2.293,9.2251
41,66.29,1.975,5.43,1531.1,54.55,16873,22,7,0,66.82,2.1328,12.2081
44,77.57,1.501,5.19,1604.9,63.71,15631,41,3,0,69.19,0.9641,14.9461
3,75.9,3.56,5.32,1598.3,44.91,50244,40,16,0,69.18,1.4832,14.2669
13,73.17,2.062,3.35,1364.6,47.4,46925,72,9,0,72.5,2.585,21.8418
42,60.04,2.015,3.88,1336.1,68.96,5838,63,17,0,67.54,1.0259,15.4742
13,68.92,1.649,4.84,1076.8,45.42,46814,72,9,0,72.05,2.6034,14.2397
31,68.56,0.827,7.23,1707.1,54.92,8179,56,3,0,69.1,1.1545,9.4827
27,52.71,1.735,6.82,1368.7,48.88,1921,52,16,0,69.2,1.5248,7.7287
28,79.3,14.537,3.46,1575.6,101.67,47625,40,2,1,71.09,3.0276,22.9191
49,59.95,1.427,5.73,1640.0,80.85,34971,62,5,0,69.76,1.0487,10.4625
16,70.33,2.102,6.29,1247.6,59.73,3430,83,12,0,73.48,2.0587,11.1812
24,72.73,1.169,5.1,1267.5,39.44,2493,86,13,0,76.58,1.8677,14.2608
14,97.98,8.226,1.6,1649.4,109.39,32876,41,2,1,66.7,1.7566,61.2375
41,62.39,1.328,7.0,1520.3,34.33,16907,22,7,0,66.53,2.1333,8.9129
49,72.35,2.718,5.24,1322.6,68.37,35224,62,5,0,69.91,0.995,13.8073
42,73.25,1.356,5.94,1637.3,56.58,5541,63,17,0,68.06,1.0346,12.3316
43,71.33,2.77,7.0,1411.5,71.64,22136,106,18,0,72.19,3.2609,10.19
37,69.23,4.19,5.59,1513.3,59.22,14317,91,13,0,68.18,1.4852,12.3846
49,58.0,1.204,5.72,1761.7,61.17,35161,62,5,0,69.26,1.0638,10.1399
46,90.54,6.335,4.91,1811.1,70.46,11039,19,9,1,69.11,2.6632,18.4399
46,70.27,1.424,5.99,1688.9,63.27,11223,19,9,0,69.16,2.6696,11.7312
2,61.9,1.243,5.42,1509.5,64.14,6682,88,17,0,72.45,2.7585,11.4207
24,41.36,3.48,4.59,1187.1,32.45,2269,86,13,0,75.07,1.8466,9.0109
35,65.27,4.163,5.96,1504.8,61.8,8274,57,10,0,68.26,1.5986,10.9513
3,67.69,2.447,5.29,1551.1,68.99,50356,40,16,0,68.95,1.4768,12.7958
44,55.93,1.673,6.15,1764.1,39.21,15520,41,3,0,69.02,0.9512,9.0943
5,70.52,6.336,4.39,1572.9,51.89,31310,49,5,0,67.43,1.6059,16.0638
30,65.35,1.675,6.71,1802.7,54.4,30935,90,2,0,66.86,1.3372,9.7392
46,62.23,1.049,4.15,1740.5,43.58,11303,19,9,0,68.99,2.689,14.9952
26,73.76,2.788,5.88,1198.8,43.61,11725,95,13,0,68.27,1.5266,12.5442
5,58.37,2.315,5.82,1587.6,50.93,31372,49,5,0,67.08,1.5973,10.0292
34,75.43,3.288,6.3,1485.8,46.91,37177,12,19,0,68.25,1.4466,11.973
11,57.95,2.503,6.07,1615.0,60.06,39858,84,14,0,69.41,2.0403,9.547
45,60.54,2.368,6.92,1117.8,39.01,1241,30,11,0,71.39,2.9995,8.7486
50,70.67,1.723,6.24,1623.5,52.85,22302,21,3,0,69.95,4.527,11.3253
48,62.59,2.497,5.73,1622.3,68.44,29752,115,7,0,74.97,2.327,10.9232
12,68.9,5.878,6.24,1262.8,47.73,32341,111,6,0,69.08,2.2933,11.0417
38,79.82,3.887,6.58,1818.6,56.6,28550,81,13,0,73.66,2.3137,12.1307
40,63.81,1.918,5.69,1569.3,46.94,39407,23,8,0,70.3,2.2691,11.2144
2,65.48,2.547,5.65,1748.3,76.75,6961,88,17,0,72.04,2.7559,11.5894
14,52.16,4.416,6.24,1491.0,40.55,33241,41,2,0,65.82,1.7732,8.359
24,69.21,1.566,5.25,1342.1,50.61,2214,86,13,0,75.43,1.8619,13.1829
18,61.54,1.249,4.78,1510.6,52.6,32862,65,18,0,70.58,1.44,12.8745
23,84.15,2.11,4.95,1156.1,54.47,6223,25,12,0,71.28,2.8423,17.0
40,63.97,0.847,6.69,2013.4,24.86,39141,23,8,0,70.06,2.3023,9.562
32,62.57,1.973,6.66,1583.5,55.4,26092,56,0,0,67.92,1.9067,9.3949
2,67.09,2.137,5.67,1655.5,71.39,6900,88,17,0,71.8,2.7479,11.8325
33,98.83,7.596,3.64,1782.9,88.22,17720,109,0,1,73.73,1.6495,27.1511
24,101.95,10.389,3.95,1429.7,58.69,2477,86,13,1,76.86,2.372,25.8101
20,51.38,1.737,5.4,1571.7,65.79,24528,31,3,0,70.37,2.3145,9.5148
10,71.51,0.937,6.22,1378.7,69.36,30981,81,9,0,72.52,1.2469,11.4968
46,78.18,1.318,5.85,1439.7,55.3,11165,19,9,0,69.49,2.5938,13.3641
23,62.65,1.82,4.96,1751.6,27.02,6648,25,12,0,70.13,2.8375,12.631
19,98.39,6.586,3.85,1601.5,67.25,34216,75,12,1,69.03,1.5414,25.5558
39,55.42,2.881,4.8,1706.7,35.72,33954,15,13,0,69.19,2.6109,11.5458
42,86.5,11.211,2.02,1114.8,114.11,5601,63,17,1,69.08,2.1089,42.8218
11,69.63,1.623,5.68,1396.1,38.88,39857,84,14,0,69.59,2.0721,12.2588
31,102.88,1.627,3.06,1198.6,109.41,8345,56,3,1,70.53,1.157,33.6209
29,75.73,2.008,3.8,1224.6,70.13,36882,18,13,0,71.56,2.216,19.9289
48,60.12,1.902,5.73,1532.9,49.65,29641,115,7,0,74.81,2.3124,10.4921
20,64.39,2.043,5.76,1311.6,54.58,24913,31,3,0,70.0,2.3149,11.1788
35,87.36,3.52,3.96,1105.7,97.84,8168,57,10,1,69.11,1.5889,22.0606
1,68.41,2.252,5.25,1829.6,56.93,2589,74,9,0,74.63,2.4428,13.0305
13,69.1,1.233,4.73,987.7,48.25,47142,72,9,0,72.44,2.605,14.6089
24,75.7,0.828,5.8,1377.4,51.89,2306,86,13,0,76.47,2.4306,13.0517
27,47.93,3.573,7.23,1747.1,80.28,2077,52,16,0,68.33,1.5013,6.6293
15,79.13,2.942,5.67,1461.7,76.6,12977,110,16,0,69.34,1.6624,13.9559
45,69.36,2.297,5.37,1279.0,47.67,1151,30,11,0,71.49,3.0032,12.9162
45,68.77,1.102,5.64,1290.9,52.41,1323,30,11,0,71.71,2.9959,12.1933
33,67.78,1.925,6.45,1655.2,77.01,17436,109,0,0,73.98,1.6394,10.5085
30,62.47,2.659,5.82,1332.5,49.95,31026,90,2,0,66.91,1.3333,10.7337
32,71.53,0.819,4.78,1042.2,30.27,26029,56,0,0,68.37,1.9114,14.9644
44,73.41,1.961,4.54,1188.0,57.39,15584,41,3,0,69.45,0.952,16.1696
37,63.7,2.188,4.53,1277.3,54.58,14748,91,13,0,68.43,1.4837,14.0618
11,69.64,1.525,4.15,1769.5,43.68,39721,84,14,0,69.21,2.1051,16.7807
35,69.64,1.671,6.27,1517.5,55.8,8402,57,10,0,69.44,1.5941,11.1069
44,68.41,2.076,5.57,1561.4,46.48,15440,41,3,0,69.19,0.95,12.2819
19,62.77,1.573,5.81,1634.8,38.55,34301,75,12,0,68.37,1.5562,10.8038
37,70.1,1.143,6.46,1668.3,73.89,14381,91,13,0,68.39,1.4394,10.8514
50,69.25,3.739,5.39,988.3,42.23,22110,21,3,0,69.38,1.4833,12.8479
15,71.07,1.177,5.43,1604.8,53.24,12762,110,16,0,70.26,1.6858,13.0884
44,61.52,2.275,5.4,1716.7,31.28,15449,41,3,0,69.19,0.9431,11.3926
43,68.45,2.01,6.31,1649.5,61.99,22381,106,18,0,71.94,3.2807,10.8479
40,81.11,1.91,4.02,1462.5,48.07,39095,23,8,0,70.24,2.3137,20.1766
44,69.28,2.331,5.53,1297.0,67.47,15381,41,3,0,69.59,0.9439,12.528
4,69.89,4.224,6.6,1703.0,51.19,31699,45,1,0,67.62,1.779,10.5894
50,65.09,1.769,4.43,1370.4,61.57,22459,21,3,0,69.87,1.4771,14.693
38,72.08,3.244,5.66,1288.1,48.26,28139,81,13,0,73.74,2.2617,12.735
27,72.49,3.35,5.93,1352.4,65.37,2264,52,16,0,68.47,1.4996,12.2243
12,65.94,2.649,4.78,1485.9,46.86,32387,111,6,0,68.72,2.2897,13.795
9,68.83,1.686,4.1,1233.5,64.73,28821,28,7,0,72.67,1.7101,16.7878
27,70.28,1.528,4.96,1282.6,44.52,2300,52,16,0,69.08,1.5225,14.1694
29,56.6,4.273,4.31,1491.9,59.66,37091,18,13,0,70.29,2.0659,13.1323
34,55.17,2.798,5.26,1676.3,64.5,36831,12,19,0,67.82,1.4394,10.4886
35,64.16,0.964,6.57,1431.7,40.52,8156,57,10,0,68.89,1.6317,9.7656
36,82.36,2.251,6.17,1702.8,58.12,32653,32,13,0,71.12,2.8909,13.3485
44,63.13,3.945,5.16,1543.4,71.2,15487,41,3,0,69.21,1.0006,12.2345
26,61.86,2.595,5.83,1745.8,39.69,12108,95,13,0,67.79,1.4948,10.6106
25,81.17,2.207,4.86,1485.1,34.06,8975,25,2,0,70.09,1.6307,16.7016
16,67.97,1.755,4.66,1444.6,60.61,3174,83,12,0,73.24,2.0859,14.5858
24,62.24,2.54,6.12,1700.7,39.76,2402,86,13,0,76.04,2.4101,10.1699
50,90.26,9.46,3.06,939.5,73.24,22555,21,3,1,70.67,2.0309,29.4967
35,75.4,3.279,6.55,1164.2,60.7,8274,57,10,0,69.05,1.6305,11.5115
43,77.08,4.133,5.57,1593.7,25.54,22099,106,18,0,72.43,3.264,13.8384
50,87.49,1.869,6.02,1263.4,30.17,22474,21,3,0,71.67,1.9946,14.5332
48,70.48,0.936,5.71,1025.1,55.76,29709,115,7,0,74.36,2.3427,12.3433
38,60.43,5.903,5.94,1628.9,60.1,28189,81,13,0,73.18,2.2479,10.1734
29,61.47,2.869,6.92,1481.8,52.01,36660,18,13,0,70.1,2.0658,8.8829
42,69.87,2.508,5.97,1459.6,54.98,5841,63,17,0,69.07,2.1063,11.7035
9,67.27,2.775,4.48,1642.9,32.96,28818,28,7,0,72.23,1.7126,15.0156
42,80.53,1.344,6.19,1347.1,52.55,5928,63,17,0,69.98,2.0819,13.0097
2,60.17,3.551,6.95,1419.3,54.2,6616,88,17,0,71.74,2.7476,8.6576
14,73.36,2.291,5.43,1455.8,76.97,32759,41,2,0,66.26,1.7816,13.5101
41,62.6,4.428,5.79,1311.7,20.05,16721,22,7,0,66.11,2.1587,10.8117
39,69.82,2.369,7.1,1709.1,39.43,34270,15,13,0,68.84,2.6177,9.8338
12,65.29,0.672,5.04,1296.1,51.91,32609,111,6,0,68.76,2.3209,12.9544
16,72.52,6.627,5.91,1630.7,61.39,3400,83,12,0,73.03,2.133,12.2707
15,77.24,3.225,3.43,1308.5,78.65,12792,110,16,1,70.5,1.6697,22.519
28,59.64,1.974,5.26,1465.0,58.2,47680,40,2,0,70.03,3.0323,11.3384
30,56.42,1.847,3.93,1378.1,67.93,30663,90,2,0,66.47,1.3359,14.3562
8,104.16,1.858,5.36,1739.3,94.22,39738,98,4,1,68.77,3.908,19.4328
2,60.78,2.927,5.42,1640.9,25.76,7010,88,17,0,71.21,2.7453,11.214
11,62.18,1.352,5.22,1428.8,55.61,39870,84,14,0,68.78,2.069,11.9119
6,83.34,1.041,6.21,1179.9,47.08,28554,71,2,0,73.15,2.3237,13.4203
38,68.25,2.034,5.33,1091.5,49.99,28343,81,13,0,73.04,2.2703,12.8049
12,77.74,7.907,6.69,1474.3,38.61,32357,111,6,0,69.2,2.5456,11.6203
43,61.21,2.355,4.48,1228.8,49.09,22253,106,18,0,71.87,3.2649,13.6629
4,70.06,4.153,5.87,1397.9,32.55,31576,45,1,0,67.17,1.803,11.9353
29,70.39,3.169,5.9,1749.2,26.78,37108,18,13,0,69.97,2.0622,11.9305
22,67.55,0.815,6.47,1460.4,62.87,24978,35,6,0,72.89,3.3515,10.4405
20,50.77,3.152,5.72,1675.2,54.22,24958,31,3,0,69.41,2.2991,8.8759
5,74.03,4.351,6.58,1532.6,66.12,31509,49,5,0,67.64,1.6272,11.2508
21,56.14,2.409,6.28,1860.4,78.53,41190,7,11,0,68.97,2.1519,8.9395
44,55.48,3.161,5.06,1579.4,46.22,15548,41,3,0,68.58,0.9603,10.9644
27,66.28,1.843,4.02,1584.6,62.18,2318,52,16,0,68.35,1.5358,16.4876
33,70.3,1.185,4.38,1205.2,53.01,17635,109,0,0,73.5,1.6754,16.0502
25,79.23,1.341,5.45,1405.6,33.45,8892,25,2,0,70.79,1.5327,14.5376
19,69.17,2.725,5.36,1518.9,48.87,34316,75,12,0,68.42,1.5545,12.9049
7,77.2,1.202,5.55,1755.6,62.06,2720,118,6,0,72.52,1.635,13.9099
30,62.67,2.655,6.21,1323.8,60.91,30821,90,2,0,66.36,1.3365,10.0918
28,89.51,6.36,4.33,1354.0,118.15,47728,40,2,1,70.46,3.0873,20.6721
47,86.46,4.641,4.35,1226.0,66.96,18120,55,7,0,75.03,1.9665,19.8759
42,78.58,3.653,7.23,1579.1,73.25,5984,63,17,0,69.91,2.0732,10.8686
23,64.76,1.915,5.03,1753.8,48.89,6346,25,12,0,69.45,2.6682,12.8748
29,68.06,2.754,4.48,1538.4,57.51,37049,18,13,0,69.89,2.0397,15.192
6,53.96,2.462,4.07,1596.2,52.85,28485,71,2,0,72.34,2.3243,13.258
2,61.07,1.018,5.09,1920.4,41.01,6587,88,17,0,70.8,2.7646,11.998
17,60.22,2.611,4.52,1450.1,49.48,48985,49,0,0,72.9,3.0342,13.323
41,76.09,1.569,4.98,1461.5,42.37,16797,22,7,0,66.57,2.1621,15.2791
4,63.13,1.305,4.91,1447.9,50.12,31823,45,1,0,66.97,1.8142,12.8574
11,85.71,2.624,4.59,1216.7,63.84,39530,84,14,0,69.03,2.0447,18.6732
36,77.48,2.032,5.85,1694.7,76.72,32460,32,13,0,71.24,2.8957,13.2444
11,68.32,5.878,5.97,1349.2,40.27,39748,84,14,0,68.71,2.1028,11.4439
11,63.82,3.003,6.46,1344.1,71.07,39954,84,14,0,68.26,2.1026,9.8793
37,72.32,1.855,6.57,1484.6,49.46,14359,91,13,0,68.02,1.3349,11.0076
19,63.78,5.455,4.26,1552.8,45.38,33928,75,12,0,68.09,1.4825,14.9718
21,78.59,4.758,5.56,1588.1,74.89,41340,7,11,0,67.77,2.1771,14.1349
49,63.49,2.078,4.64,1816.7,49.01,35294,62,5,0,68.9,1.0328,13.6832
30,59.18,2.312,4.85,1397.3,71.43,30714,90,2,0,65.82,1.3063,12.2021
40,72.64,2.424,5.97,1034.4,41.25,39087,23,8,0,70.26,2.2975,12.1675
49,77.89,4.998,4.76,1306.9,47.12,35300,62,5,0,69.3,1.1022,16.3634
15,52.86,3.081,4.96,1203.2,47.55,12796,110,16,0,70.46,1.6699,10.6573
17,66.84,3.085,6.78,1339.7,58.83,48836,49,0,0,72.17,3.0344,9.8584
30,52.46,1.081,5.81,1200.7,59.8,30688,90,2,0,65.38,1.3257,9.0293
45,71.61,1.825,5.38,1236.9,54.5,914,30,11,0,71.28,2.9904,13.3104
14,66.23,1.356,6.23,1734.8,69.17,32801,41,2,0,66.58,1.8076,10.6308
42,78.25,2.916,5.59,1479.7,56.99,5639,63,17,0,70.35,2.0534,13.9982
28,67.23,1.357,4.19,1056.9,58.12,48072,40,2,0,70.25,3.1177,16.0453
35,68.47,1.7,5.67,1274.6,60.12,8182,57,10,0,69.01,1.6418,12.0758
41,75.21,1.596,4.88,1319.4,64.03,16766,22,7,0,66.93,2.1665,15.4119
12,73.78,3.517,7.09,1706.4,67.66,32462,111,6,0,69.5,2.531,10.4062
43,61.64,1.071,5.08,1385.6,51.73,22158,106,18,0,71.66,3.3041,12.1339
46,62.79,2.401,4.54,1554.2,29.23,11416,19,9,0,68.96,2.5981,13.8304
19,48.56,1.78,4.84,1082.9,40.95,33940,75,12,0,68.0,1.4853,10.0331
12,53.96,1.694,5.23,1511.4,57.17,32276,111,6,0,68.71,2.5381,10.3174
29,90.35,4.404,4.65,2630.5,66.71,36888,18,13,1,70.99,2.0587,19.4301
17,65.11,1.56,5.09,1318.0,46.66,48931,49,0,0,71.79,3.0066,12.7917
28,47.58,2.084,5.07,1439.0,63.8,47633,40,2,0,69.36,3.1227,9.3846
50,62.5,2.348,5.2,1405.0,51.96,22281,21,3,0,71.89,1.961,12.0192
28,80.86,2.484,5.54,2044.2,57.35,47947,40,2,0,69.71,3.1263,14.5957
13,65.59,3.025,6.12,1441.3,58.35,46856,72,9,0,71.75,2.5815,10.7173
12,75.74,3.0,4.36,1418.7,52.88,32250,111,6,0,67.07,1.7673,17.3716
16,68.84,3.005,5.33,1224.0,63.35,3377,83,12,0,73.27,2.1355,12.9156
24,59.43,0.888,6.65,1256.5,62.79,2369,86,13,0,75.67,2.455,8.9368
39,70.37,1.237,5.18,1427.9,30.49,34374,15,13,0,68.74,2.6213,13.5849
13,58.47,1.476,5.23,1431.9,78.13,47111,72,9,0,71.29,2.6024,11.1797
12,62.77,4.289,4.68,1562.8,59.09,32540,111,6,0,67.27,1.7894,13.4124
31,53.67,1.453,4.31,1269.7,65.57,8203,56,3,0,69.96,1.1638,12.4524
26,67.5,0.629,6.07,1268.2,56.48,11749,95,13,0,67.55,1.4622,11.1203
13,80.37,8.853,4.63,1623.1,75.53,46849,72,9,1,72.07,2.8384,17.3585
47,57.15,2.408,5.47,1173.0,41.48,17730,55,7,0,74.51,1.955,10.4479
48,74.28,7.249,6.29,1523.6,60.62,29890,115,7,0,74.73,2.4638,11.8092
18,75.77,2.148,5.64,1730.2,49.98,32805,65,18,0,71.56,1.4343,13.4344
21,72.47,3.152,5.99,1413.7,56.29,41408,7,11,0,68.36,2.1331,12.0985
13,74.0,3.701,5.63,1593.7,46.5,47008,72,9,0,72.35,2.8309,13.1439
18,64.06,1.387,5.46,1257.8,46.22,33179,65,18,0,71.24,1.4427,11.7326
44,57.32,2.094,5.69,1730.7,52.02,15416,41,3,0,67.85,0.9507,10.0738
35,64.27,1.128,5.4,1319.4,49.45,8160,57,10,0,68.97,1.6647,11.9019
26,66.84,3.487,7.28,1645.8,72.0,11721,95,13,0,67.78,1.4698,9.1813
43,61.37,1.677,5.79,1490.3,55.82,22074,106,18,0,71.61,3.2955,10.5993
40,78.17,3.011,4.02,1329.2,55.53,39390,23,8,0,71.57,1.8532,19.4453
5,68.18,2.871,5.54,1628.1,61.67,31523,49,5,0,68.65,1.5959,12.3069
26,53.07,3.001,4.04,1344.0,52.5,11924,95,13,0,67.4,1.4532,13.1361
46,72.41,2.028,6.07,1509.8,58.48,11268,19,9,0,69.01,2.5951,11.9292
10,55.64,3.68,4.28,1195.9,53.03,31378,81,9,0,72.03,1.2551,13.0
34,65.47,2.454,3.69,1641.4,54.58,36836,12,19,0,67.53,1.3863,17.7425
35,66.22,2.392,7.45,1443.1,59.12,8508,57,10,0,69.04,1.6625,8.8886
39,60.26,4.367,4.63,1473.5,70.38,33938,15,13,0,68.38,2.5975,13.0151
23,67.48,1.259,5.87,1271.1,73.19,6432,25,12,0,68.85,2.5493,11.4957
6,63.87,3.215,6.66,1132.6,56.36,28764,71,2,0,72.2,2.3182,9.5901
11,69.5,8.771,6.91,1575.1,47.08,39566,84,14,0,67.9,2.3583,10.0579
6,55.98,3.386,7.24,1345.6,68.58,28773,71,2,0,71.25,2.3139,7.732
43,62.72,3.07,6.5,1675.3,68.25,22161,106,18,0,70.9,3.2616,9.6492
6,62.7,4.205,6.97,1257.1,44.07,28339,71,2,0,71.34,2.3148,8.9957
5,62.0,2.839,4.79,1094.7,78.3,31549,49,5,0,68.09,1.5954,12.9436
1,60.61,1.922,7.42,1851.7,64.62,2510,74,9,0,73.81,2.3301,8.1685
43,70.78,1.568,6.05,1579.4,62.07,22348,106,18,0,71.29,3.2721,11.6992
30,70.92,1.344,6.26,1479.6,48.56,30717,90,2,0,65.48,1.2719,11.3291
20,65.72,0.969,5.48,1466.5,48.1,24711,31,3,0,69.74,2.3181,11.9927
19,56.63,3.148,5.39,1690.9,55.02,34244,75,12,0,67.54,1.4717,10.5065
18,68.71,1.326,5.01,1224.7,63.39,32815,65,18,0,70.44,1.4109,13.7146
49,57.28,0.788,4.55,1384.6,63.37,35324,62,5,0,67.84,1.1859,12.589
6,73.56,4.861,4.51,1591.9,69.16,28736,71,2,0,71.47,2.3308,16.3104
37,73.76,2.608,6.31,1437.5,34.82,14497,91,13,0,67.62,1.321,11.6894
29,60.22,4.45,1.82,1508.0,77.2,36822,18,13,1,70.6,2.0773,33.0879
39,69.09,2.586,5.9,1634.6,53.76,34221,15,13,0,68.47,2.56,11.7102
23,66.75,3.859,6.3,1238.4,54.44,6445,25,12,0,69.11,2.5348,10.5952
13,66.13,1.49,4.21,1600.4,57.22,46693,72,9,0,72.59,2.8387,15.7078
30,71.46,3.967,5.3,1049.5,43.34,30617,90,2,0,66.11,1.3287,13.483
18,84.42,3.212,5.98,1346.3,64.78,33125,65,18,0,70.55,1.4196,14.1171
32,95.68,11.134,3.58,1614.8,77.11,26217,56,0,1,68.95,2.543,26.7263
9,67.34,1.715,5.3,1240.6,65.01,28547,28,7,0,71.99,1.6953,12.7057
19,75.38,1.543,6.61,1453.9,69.26,34147,75,12,0,67.72,1.4806,11.4039
32,76.72,1.298,6.81,1183.7,58.08,26080,56,0,0,69.16,2.5502,11.2658
16,56.93,4.294,4.88,1453.4,46.47,3428,83,12,0,73.01,2.1104,11.666
6,63.89,1.777,5.27,1451.2,57.05,28648,71,2,0,71.11,2.3032,12.1233
35,68.74,0.96,4.02,1505.9,65.43,8102,57,10,0,68.94,1.6866,17.0995
14,70.7,1.232,5.66,1323.7,58.24,33141,41,2,0,66.44,1.8474,12.4912
1,58.74,1.834,5.18,1316.4,57.94,2566,74,9,0,73.08,2.3082,11.3398
3,86.54,3.589,4.59,1533.6,40.48,50030,40,16,0,69.47,0.8076,18.854
11,94.05,8.532,2.09,1764.5,106.6,39615,84,14,1,68.58,2.5557,45.0
49,73.07,3.2,5.38,1369.7,67.15,35138,62,5,0,68.24,1.1859,13.5818
8,69.33,1.223,5.93,1591.6,56.77,39562,98,4,0,69.14,3.9139,11.6914
46,73.27,2.069,6.51,1234.7,58.68,11129,19,9,0,69.86,2.5816,11.255
