gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.89,168.66,0
Male,0,No,No,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.44,7367.2,1
Female,0,No,No,26,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),110.71,2857.99,0
Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,109.91,1358.46,1
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,54.91,692.72,0
Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.27,555.05,0
Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),59.94,1138.99,0
Female,0,No,No,13,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.01,1404.87,0
Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,51.29,1236.03,0
Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,47.45,2213.19,0
Female,0,Yes,No,35,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,85.61,2985.16,0
Female,0,No,Yes,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,24.97,288.57,0
Female,0,No,No,24,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.85,2160.26,0
Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,30.56,1824.72,0
Male,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,52.45,100.57,0
Female,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),99.46,171.58,0
Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.13,1270.17,0
Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.0,2362.9,1
Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,101.06,677.57,0
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),30.64,1325.88,0
Female,1,Yes,No,33,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.99,2218.49,1
Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,84.21,6039.31,0
Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),22.2,84.15,0
Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),33.67,1441.95,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),113.27,245.55,0
Female,0,No,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.42,844.74,1
Female,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.31,1442.45,0
Female,0,No,Yes,15,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),18.0,245.21,1
Female,0,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.23,2418.16,0
Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),88.09,0.0,1
Male,0,No,No,23,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),93.56,2178.72,0
Female,0,Yes,Yes,7,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.61,526.92,0
Female,0,Yes,Yes,43,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,63.75,2721.99,0
Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,32.55,47.12,0
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.21,4292.32,0
Male,0,No,Yes,58,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,51.55,2968.64,0
Female,1,No,No,57,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),18.0,1075.57,0
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,65.67,325.49,0
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,102.9,3249.69,0
Male,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,98.11,81.87,1
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.13,6034.06,1
Male,1,No,No,41,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.88,3014.69,0
Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.91,964.95,0
Male,1,Yes,No,41,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.41,3252.62,0
Female,0,No,No,3,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),69.33,130.42,0
Male,1,Yes,No,24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.09,1408.6,0
Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,84.8,1056.55,0
Female,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,78.5,5686.48,0
Male,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,46.21,2874.11,0
Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,44.81,1858.72,0
Male,0,No,No,72,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,30.22,2203.48,0
Male,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,72.5,1000.4,0
Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,92.02,6662.53,0
Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,47.06,567.85,0
Male,1,Yes,No,42,No,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,32.82,1430.02,0
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,79.9,3371.13,0
Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),112.17,25.5,1
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.0,1700.54,0
Female,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,110.26,0.0,1
Female,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.32,4557.85,0
Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.78,156.81,1
Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,83.03,2015.73,1
Male,1,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),62.68,3079.58,0
Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),58.82,380.48,1
Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,118.0,2530.08,0
Male,0,No,No,29,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,106.36,3074.75,0
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83.91,426.03,0
Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.91,2986.92,0
Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.03,746.86,0
Male,0,No,No,7,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.48,154.4,1
Male,0,Yes,No,26,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,96.18,2504.08,0
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,103.72,1652.57,0
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.87,3069.03,1
Male,1,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.96,3054.64,0
Male,1,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,94.05,2043.15,0
Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),55.07,742.41,0
Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.87,1172.24,1
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),41.34,407.49,0
Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.44,1504.38,0
Male,0,No,No,52,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.36,4081.81,0
Male,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,55.09,649.27,0
Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,53.35,343.76,1
Male,0,Yes,No,20,No,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.68,1030.93,0
Female,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.65,189.26,1
Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.69,3500.07,0
Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),79.58,1790.75,0
Male,0,No,Yes,21,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.87,942.74,0
Female,0,No,No,11,No,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,105.84,1113.79,1
Male,1,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,72.46,5224.69,0
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,96.32,255.76,1
Male,0,Yes,No,65,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,26.1,1673.65,0
Male,0,No,No,15,No,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,99.83,1551.17,0
Male,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),53.63,3588.62,0
Male,1,No,Yes,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,51.53,2110.93,0
Female,0,Yes,Yes,3,No,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,76.96,254.8,0
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),18.0,1020.9,0
Female,1,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,75.3,2681.14,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,56.5,74.76,0
Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.22,377.41,0
Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.94,2309.65,0
Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.0,1269.66,0
Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.77,1784.87,0
Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),18.0,720.14,0
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),118.0,4034.5,0
Male,1,No,Yes,46,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),18.0,787.69,1
Male,0,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.58,1325.74,0
Female,0,No,Yes,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,87.04,760.78,0
Female,0,Yes,Yes,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),108.83,7806.46,0
Male,0,Yes,No,0,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,118.0,0.0,0
Female,0,No,Yes,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,61.81,835.3,0
Female,1,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,79.87,3281.68,0
Female,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.64,966.63,0
Female,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),18.12,0.0,1
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),33.44,0.0,0
Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,550.57,1
Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.28,5294.24,0
Female,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,54.53,1381.83,1
Male,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,59.18,1265.37,0
Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.97,994.55,0
Female,0,No,No,9,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.22,692.0,1
Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,84.67,0.0,1
Female,0,No,No,10,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),118.0,1190.14,0
Female,0,No,No,19,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.98,747.64,1
Male,0,Yes,No,7,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,18.0,102.45,0
Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.39,36.6,1
Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.6,2317.91,0
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.87,5631.9,0
Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),86.52,6181.39,0
Female,1,Yes,No,30,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,32.86,950.08,0
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.42,137.92,1
Male,0,No,No,43,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,105.74,4559.44,1
Female,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.36,240.0,1
Female,0,No,Yes,35,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.4,2607.67,0
Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.73,3543.15,0
Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),69.24,2898.95,0
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58.06,4150.25,0
Female,1,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,43.53,1881.67,0
Female,0,No,No,37,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,48.62,1865.77,1
Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,118.0,958.55,0
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),118.0,8538.98,0
Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.61,517.48,1
Female,0,No,No,72,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,62.78,4586.72,0
Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.76,859.3,1
Male,0,No,No,4,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,22.07,118.63,0
Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.69,5214.93,1
Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),57.59,55.78,0
Female,0,No,Yes,57,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.26,3723.53,1
Female,0,No,No,9,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),67.74,674.23,1
Female,0,No,No,69,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),59.43,4064.7,1
Female,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.91,3300.37,1
Female,1,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),112.64,4018.5,1
Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.51,1265.84,0
Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,66.78,88.26,1
Male,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),32.82,1872.84,0
Female,1,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.99,252.33,0
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,62.48,848.71,0
Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),89.53,2653.39,1
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,45.46,852.35,0
Female,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,38.16,323.01,0
Male,0,Yes,No,4,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.75,265.57,1
Male,1,No,No,4,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.41,472.41,0
Female,0,No,Yes,63,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.39,4393.26,0
Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.79,53.76,0
Male,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),26.52,1958.6,1
Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),79.01,624.7,1
Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,26.34,109.24,1
Female,0,No,No,27,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.0,3163.7,0
Male,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.02,281.96,0
Male,0,Yes,No,29,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,76.35,2167.7,0
Male,0,No,No,60,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.0,1133.58,0
Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.55,0.0,0
Female,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),118.0,6023.88,0
Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),30.07,453.23,0
Male,1,Yes,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),79.8,330.4,0
Male,1,No,No,6,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,118.0,773.24,0
Female,0,Yes,Yes,72,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,67.98,4787.04,0
Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.95,156.04,1
Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.0,1075.36,0
Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,76.29,1959.8,0
Female,1,No,No,1,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.68,0.0,1
Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),64.87,1134.82,0
Male,0,No,No,54,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,32.84,1750.71,1
Female,0,No,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.76,1945.22,1
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.72,957.16,1
Male,1,No,No,62,No,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,56.96,3544.72,0
Female,0,No,No,4,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.59,204.84,0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,73.34,5355.38,0
Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,94.72,5591.62,0
Female,0,No,No,39,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.99,2164.03,0
Female,0,No,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.63,3964.25,1
Female,0,No,No,25,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),36.74,913.95,0
Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),18.0,687.36,0
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.85,2042.82,0
Female,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.19,1268.34,1
Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),18.0,503.67,0
Male,0,No,No,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.06,572.13,0
Female,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),77.77,1427.21,0
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.48,828.94,1
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.1,148.18,0
