employee_id,department,role_level,tenure_months,recognition_events_received,recognition_events_given,reward_type,monthly_recognition_frequency,avg_reward_value,peer_vs_manager_ratio,engagement_score,satisfaction_survey,absenteeism_days,is_disengaged
EMP-06638,Marketing,Mid,55,6,2,PTO,0.5,169.3,0.12,7.6,5.0,6,0
EMP-06639,Engineering,Senior,62,11,5,Badge,0.92,2.17,0.66,7.7,5.0,1,0
EMP-06640,Sales,Mid,26,10,1,Badge,0.83,5.39,0.65,6.6,3.6,2,0
EMP-06641,Operations,Mid,3,6,3,Badge,0.5,0.62,0.03,6.4,4.5,8,0
EMP-06642,Operations,Senior,52,11,4,Points,0.92,36.99,0.66,8.7,5.0,2,0
EMP-06643,Sales,Senior,34,12,6,Points,1.0,9.53,0.78,8.1,4.0,5,0
EMP-06644,Customer Support,Mid,18,7,4,Badge,0.58,3.09,0.89,6.0,4.0,11,0
EMP-06645,Engineering,Senior,43,9,2,PTO,0.75,211.3,0.42,6.7,4.8,6,0
EMP-06646,Sales,Mid,23,5,2,Badge,0.42,1.08,0.15,6.2,4.5,2,0
EMP-06647,Customer Support,Manager,59,7,9,Points,0.58,49.03,0.5,7.8,4.9,2,0
EMP-06648,Customer Support,Mid,28,7,3,Points,0.58,13.61,0.35,6.3,3.9,2,0
EMP-06649,Operations,Senior,17,12,4,Badge,1.0,0.36,0.74,8.6,4.8,3,0
EMP-06650,Operations,Mid,51,6,3,Monetary,0.5,142.0,0.45,7.9,3.3,2,0
EMP-06651,Engineering,Junior,3,1,2,Points,0.08,22.17,0.67,5.6,3.6,7,0
EMP-06652,Customer Support,Mid,42,5,2,Points,0.42,48.53,0.41,6.9,4.1,4,0
EMP-06653,Sales,Mid,20,9,1,Badge,0.75,0.87,0.43,8.0,5.0,4,0
EMP-06654,Engineering,Senior,47,5,4,Badge,0.42,3.55,0.74,6.1,4.1,4,0
EMP-06655,Engineering,Mid,31,4,3,Monetary,0.33,128.83,0.58,7.5,4.2,4,0
EMP-06656,Sales,Senior,53,6,4,Points,0.5,29.49,0.76,8.6,4.7,3,0
EMP-06657,Engineering,Senior,73,11,2,Badge,0.92,4.88,0.41,7.5,4.7,5,0
EMP-06658,Sales,Senior,59,9,5,Monetary,0.75,92.18,0.37,7.7,4.6,4,0
EMP-06659,Engineering,Junior,28,12,3,Points,1.0,42.56,0.57,8.9,4.4,5,0
EMP-06660,Sales,Manager,77,19,7,Badge,1.58,1.38,0.58,9.7,4.9,3,0
EMP-06661,Marketing,Senior,51,7,2,Points,0.58,27.56,0.77,7.3,4.9,3,0
EMP-06662,Sales,Senior,52,14,6,PTO,1.17,193.11,0.39,8.5,4.3,5,0
EMP-06663,Sales,Mid,3,8,8,Points,0.67,44.81,0.81,5.8,4.2,7,0
EMP-06664,Operations,Mid,26,6,1,Badge,0.5,2.82,0.48,6.5,5.0,0,0
EMP-06665,Customer Support,Junior,8,1,2,Points,0.08,17.32,0.71,4.2,2.0,7,0
EMP-06666,Operations,Mid,64,10,5,Badge,0.83,8.1,0.36,7.9,5.0,2,0
EMP-06667,Sales,Junior,2,0,5,Badge,0.0,2.77,0.0,1.6,2.1,14,1
EMP-06668,Operations,Mid,30,7,3,PTO,0.58,63.47,0.4,8.3,4.8,2,0
EMP-06669,Engineering,Mid,22,5,5,Points,0.42,28.5,0.39,7.3,4.7,3,0
EMP-06670,Engineering,Mid,58,10,2,Badge,0.83,7.59,0.69,7.7,3.8,5,0
EMP-06671,Sales,Mid,11,8,4,Points,0.67,11.91,0.74,6.6,4.6,10,0
EMP-06672,Operations,Manager,71,8,12,Points,0.67,39.29,0.54,7.9,3.9,3,0
EMP-06673,Engineering,Junior,6,6,3,Badge,0.5,3.55,0.82,7.7,5.0,7,0
EMP-06674,Engineering,Senior,53,7,2,Monetary,0.58,190.99,0.86,8.9,4.2,2,0
EMP-06675,Engineering,Junior,8,2,4,Badge,0.17,0.87,0.29,6.8,4.6,7,0
EMP-06676,Operations,Junior,3,2,2,Points,0.17,19.19,0.25,4.8,3.3,6,0
EMP-06677,Marketing,Junior,1,2,1,Points,0.17,14.46,0.62,3.7,3.4,9,1
EMP-06678,Engineering,Senior,43,13,7,Points,1.08,45.36,0.81,8.8,4.8,3,0
EMP-06679,Marketing,Mid,14,2,0,Monetary,0.17,73.87,0.85,7.2,4.2,5,0
EMP-06680,Marketing,Manager,71,18,5,Monetary,1.5,71.49,0.53,7.2,3.9,3,0
EMP-06681,Marketing,Mid,30,8,1,Monetary,0.67,148.32,0.41,5.4,4.0,4,0
EMP-06682,Engineering,Junior,4,4,0,Points,0.33,47.71,0.7,5.2,4.2,5,0
EMP-06683,Customer Support,Senior,52,6,7,Points,0.5,31.56,0.29,7.0,4.1,3,0
EMP-06684,Sales,Junior,12,5,3,Monetary,0.42,189.83,0.9,5.8,3.8,8,0
EMP-06685,Operations,Senior,60,11,5,Badge,0.92,6.58,0.59,6.8,4.4,3,0
EMP-06686,Engineering,Junior,4,2,1,Badge,0.17,1.97,0.93,4.2,3.8,4,0
EMP-06687,Sales,Mid,22,11,3,PTO,0.92,236.14,0.89,7.9,4.7,7,0
EMP-06688,Sales,Senior,48,4,4,Badge,0.33,2.96,0.71,6.7,3.6,6,0
EMP-06689,Marketing,Manager,61,14,12,Badge,1.17,3.09,0.4,9.3,5.0,5,0
EMP-06690,Engineering,Mid,47,10,2,Badge,0.83,8.09,0.66,7.9,5.0,5,0
EMP-06691,Operations,Senior,34,7,4,PTO,0.58,114.69,0.94,6.7,5.0,4,0
EMP-06692,Engineering,Junior,12,1,2,Points,0.08,20.0,0.78,7.6,4.3,2,0
EMP-06693,Marketing,Senior,39,11,4,Monetary,0.92,197.76,0.6,7.6,4.5,3,0
EMP-06694,Operations,Senior,29,5,3,Points,0.42,12.65,0.8,7.1,4.4,2,0
EMP-06695,Marketing,Junior,3,5,3,Badge,0.42,6.32,0.42,4.0,3.0,7,0
EMP-06696,Operations,Mid,7,1,0,Monetary,0.08,94.06,0.72,4.6,3.0,9,0
EMP-06697,Marketing,Junior,4,1,1,Badge,0.08,3.2,0.19,3.5,3.4,6,1
EMP-06698,Sales,Mid,46,5,1,Monetary,0.42,48.28,0.73,6.4,3.3,3,0
EMP-06699,Operations,Junior,2,5,1,Monetary,0.42,118.19,0.77,3.1,2.8,10,1
EMP-06700,Sales,Mid,11,15,2,Badge,1.25,5.7,0.77,9.2,4.2,3,0
EMP-06701,Marketing,Manager,53,9,4,Badge,0.75,6.88,0.32,8.3,5.0,4,0
EMP-06702,Operations,Junior,39,4,3,Badge,0.33,7.88,0.82,6.7,3.3,4,0
EMP-06703,Sales,Mid,3,7,3,Badge,0.58,4.13,0.28,6.2,4.7,5,0
EMP-06704,Sales,Mid,14,10,2,Points,0.83,29.24,0.18,6.4,3.8,6,0
EMP-06705,Sales,Manager,71,18,9,PTO,1.5,66.3,0.51,9.5,4.2,2,0
EMP-06706,Operations,Mid,12,5,4,PTO,0.42,154.3,0.91,9.0,4.2,2,0
EMP-06707,Customer Support,Mid,25,5,1,PTO,0.42,82.99,0.61,7.1,4.7,3,0
EMP-06708,Marketing,Mid,57,8,3,Badge,0.67,0.01,0.79,6.6,5.0,2,0
EMP-06709,Marketing,Junior,1,5,3,Badge,0.42,0.6,0.89,6.2,3.9,2,0
EMP-06710,Customer Support,Junior,30,3,3,Points,0.25,6.11,0.3,4.8,4.0,3,0
EMP-06711,Engineering,Mid,29,7,4,Badge,0.58,3.92,0.7,7.6,3.2,2,0
EMP-06712,Engineering,Junior,11,3,0,Points,0.25,22.3,0.87,5.5,4.9,2,0
EMP-06713,Operations,Mid,34,5,4,Points,0.42,13.95,0.6,5.6,4.9,4,0
EMP-06714,Operations,Mid,3,6,3,Badge,0.5,4.65,0.74,6.6,3.7,6,0
EMP-06715,Operations,Mid,22,6,6,Badge,0.5,0.8,0.84,8.0,5.0,5,0
EMP-06716,Sales,Junior,1,9,3,PTO,0.75,122.96,0.31,5.4,3.3,6,0
EMP-06717,Engineering,Manager,83,9,8,Badge,0.75,0.45,0.36,7.5,4.2,3,0
EMP-06718,Sales,Manager,56,21,9,Points,1.75,5.3,0.17,8.0,4.3,4,0
EMP-06719,Engineering,Junior,1,2,3,PTO,0.17,196.76,0.53,5.4,4.1,8,0
EMP-06720,Sales,Mid,43,9,2,Monetary,0.75,150.52,0.82,8.0,4.6,4,0
EMP-06721,Operations,Mid,32,8,2,Monetary,0.67,70.25,0.6,5.4,3.1,5,0
EMP-06722,Engineering,Junior,2,3,1,Points,0.25,36.17,0.32,4.4,4.3,4,0
EMP-06723,Operations,Mid,37,4,2,Badge,0.33,6.28,0.42,6.8,3.2,7,0
EMP-06724,Sales,Junior,3,4,3,PTO,0.33,243.88,0.93,5.2,3.7,5,0
EMP-06725,Marketing,Manager,48,9,4,Badge,0.75,2.05,0.92,8.5,4.8,7,0
EMP-06726,Engineering,Senior,40,8,8,PTO,0.67,170.2,0.47,7.5,4.9,3,0
EMP-06727,Sales,Mid,13,6,1,Badge,0.5,2.11,0.67,7.0,4.2,3,0
EMP-06728,Engineering,Mid,43,7,5,PTO,0.58,267.66,0.55,6.5,4.9,4,0
EMP-06729,Customer Support,Manager,55,13,5,Points,1.08,34.05,0.72,9.8,5.0,5,0
EMP-06730,Operations,Manager,35,14,10,PTO,1.17,71.31,0.66,9.1,4.8,1,0
EMP-06731,Sales,Manager,90,9,7,Points,0.75,21.46,0.55,8.7,5.0,4,0
EMP-06732,Engineering,Junior,9,2,1,Points,0.17,6.73,0.21,5.9,4.3,10,0
EMP-06733,Customer Support,Junior,36,1,0,Points,0.08,49.31,0.76,6.5,3.2,2,0
EMP-06734,Sales,Senior,44,8,4,Monetary,0.67,169.08,0.45,7.9,4.2,3,0
EMP-06735,Engineering,Mid,26,10,2,Points,0.83,20.88,0.46,7.7,4.5,2,0
EMP-06736,Marketing,Junior,39,6,1,Points,0.5,22.29,0.88,8.0,4.7,2,0
EMP-06737,Customer Support,Junior,37,3,0,Badge,0.25,3.69,0.88,5.0,3.7,5,0
EMP-06738,Engineering,Manager,54,5,7,Points,0.42,34.59,0.59,8.2,4.3,4,0
EMP-06739,Engineering,Senior,43,8,2,PTO,0.67,137.04,0.9,8.5,5.0,1,0
EMP-06740,Customer Support,Mid,21,3,4,Badge,0.25,2.12,0.79,6.8,4.5,3,0
EMP-06741,Engineering,Manager,58,7,5,Badge,0.58,2.68,0.41,8.8,4.5,4,0
EMP-06742,Engineering,Mid,21,10,4,PTO,0.83,248.9,0.37,7.9,3.7,5,0
EMP-06743,Marketing,Senior,51,11,6,Monetary,0.92,43.01,0.43,6.3,3.5,2,0
EMP-06744,Customer Support,Mid,29,7,3,PTO,0.58,157.52,0.43,6.7,4.2,3,0
EMP-06745,Sales,Junior,37,6,2,Points,0.5,22.81,0.61,9.1,4.9,2,0
EMP-06746,Customer Support,Mid,20,10,4,Monetary,0.83,122.47,0.47,5.5,3.1,3,0
EMP-06747,Marketing,Mid,3,7,4,Points,0.58,7.73,0.73,5.1,3.0,10,0
EMP-06748,Engineering,Mid,16,9,0,Badge,0.75,0.34,0.83,7.6,4.4,4,0
EMP-06749,Customer Support,Junior,72,3,1,Points,0.25,36.26,0.55,6.5,3.9,4,0
EMP-06750,Sales,Manager,19,12,9,Points,1.0,28.54,0.88,10.0,5.0,2,0
EMP-06751,Sales,Junior,5,3,1,Points,0.25,10.46,0.95,5.2,3.6,5,0
EMP-06752,Marketing,Junior,2,1,1,Monetary,0.08,92.39,0.82,6.7,3.5,7,0
EMP-06753,Sales,Mid,38,11,2,PTO,0.92,180.99,0.62,8.1,3.9,2,0
EMP-06754,Engineering,Mid,3,2,3,Points,0.17,20.9,0.64,6.1,3.7,7,0
EMP-06755,Engineering,Mid,37,4,2,Monetary,0.33,44.94,0.37,6.9,4.7,4,0
EMP-06756,Sales,Senior,36,11,4,Points,0.92,11.77,0.88,8.2,4.3,1,0
EMP-06757,Operations,Mid,23,4,1,Monetary,0.33,67.93,0.77,7.3,3.8,4,0
EMP-06758,Marketing,Mid,31,9,5,Monetary,0.75,25.21,0.52,6.3,4.6,5,0
EMP-06759,Customer Support,Senior,16,3,2,Points,0.25,37.79,0.78,5.3,3.3,6,0
EMP-06760,Sales,Junior,1,9,5,Points,0.75,35.9,0.72,7.8,5.0,6,0
EMP-06761,Sales,Mid,19,10,2,Badge,0.83,8.81,0.11,8.0,4.5,4,0
EMP-06762,Engineering,Manager,61,18,7,Points,1.5,10.15,0.6,7.4,5.0,7,0
EMP-06763,Engineering,Junior,14,5,5,Monetary,0.42,132.74,0.26,5.8,3.6,6,0
EMP-06764,Sales,Mid,30,6,4,Points,0.5,37.49,0.32,8.3,5.0,4,0
EMP-06765,Operations,Manager,58,11,7,Badge,0.92,6.07,0.65,7.8,5.0,3,0
EMP-06766,Customer Support,Mid,40,3,2,Points,0.25,21.01,0.73,6.7,3.7,5,0
EMP-06767,Customer Support,Mid,47,4,1,Points,0.33,19.67,0.27,7.0,5.0,3,0
EMP-06768,Engineering,Manager,52,8,4,Monetary,0.67,49.21,0.66,9.4,5.0,3,0
EMP-06769,Customer Support,Junior,15,1,2,Points,0.08,48.71,0.78,6.0,3.7,1,0
EMP-06770,Sales,Junior,1,3,1,Badge,0.25,1.11,0.72,5.2,4.0,5,0
EMP-06771,Engineering,Senior,51,6,3,Monetary,0.5,144.43,0.57,7.7,4.7,1,0
EMP-06772,Customer Support,Senior,55,12,6,PTO,1.0,271.36,0.4,9.8,4.9,7,0
EMP-06773,Marketing,Mid,27,6,2,Points,0.5,45.51,0.39,7.8,4.8,8,0
EMP-06774,Engineering,Mid,37,4,2,Points,0.33,46.6,0.58,6.2,4.4,3,0
EMP-06775,Sales,Senior,48,12,5,Points,1.0,34.69,0.72,8.3,4.1,3,0
EMP-06776,Sales,Senior,47,15,7,PTO,1.25,82.62,0.55,8.6,4.5,3,0
EMP-06777,Operations,Junior,1,2,3,PTO,0.17,179.99,0.64,5.6,3.2,5,0
EMP-06778,Sales,Junior,11,4,2,PTO,0.33,159.59,0.58,5.5,3.4,5,0
EMP-06779,Customer Support,Mid,17,6,4,Badge,0.5,6.72,0.56,6.5,4.3,6,0
EMP-06780,Engineering,Senior,61,13,3,Points,1.08,25.63,0.78,9.2,3.7,3,0
EMP-06781,Sales,Manager,44,15,9,Badge,1.25,8.22,0.87,9.5,4.1,5,0
EMP-06782,Sales,Manager,64,8,8,Points,0.67,23.54,0.9,7.6,4.5,5,0
EMP-06783,Sales,Manager,55,17,10,Points,1.42,38.92,0.42,9.2,4.3,6,0
EMP-06784,Sales,Mid,33,5,3,Monetary,0.42,191.51,0.79,7.3,4.5,1,0
EMP-06785,Operations,Mid,29,5,2,Points,0.42,37.71,0.6,7.5,3.9,4,0
EMP-06786,Customer Support,Senior,34,9,4,Badge,0.75,7.63,0.82,7.9,5.0,5,0
EMP-06787,Customer Support,Senior,65,11,2,Badge,0.92,7.11,0.55,7.8,4.2,4,0
EMP-06788,Operations,Mid,17,7,1,Points,0.58,42.82,0.65,8.4,4.7,3,0
EMP-06789,Operations,Junior,7,3,2,Badge,0.25,2.92,0.22,5.0,3.6,3,0
EMP-06790,Marketing,Manager,71,11,8,Badge,0.92,9.92,0.34,7.8,4.5,7,0
EMP-06791,Operations,Mid,25,3,2,Points,0.25,40.81,0.46,6.3,2.8,6,0
EMP-06792,Sales,Mid,6,12,1,Points,1.0,39.11,0.85,9.5,4.5,7,0
EMP-06793,Sales,Mid,40,5,4,Monetary,0.42,40.66,0.71,7.3,3.7,5,0
EMP-06794,Sales,Senior,60,7,1,Monetary,0.58,83.29,1.0,8.5,4.4,5,0
EMP-06795,Sales,Junior,8,6,2,PTO,0.5,113.35,0.31,8.1,5.0,3,0
EMP-06796,Sales,Senior,45,14,3,Badge,1.17,1.12,0.51,7.9,3.5,4,0
EMP-06797,Customer Support,Junior,3,2,1,Points,0.17,46.13,0.57,2.9,3.4,3,1
EMP-06798,Sales,Junior,11,4,0,Points,0.33,32.45,0.6,5.0,5.0,6,0
EMP-06799,Engineering,Mid,33,11,2,Points,0.92,45.36,0.36,6.7,4.7,7,0
EMP-06800,Marketing,Senior,40,7,3,Points,0.58,28.96,0.6,6.8,4.3,6,0
EMP-06801,Engineering,Manager,62,12,4,Monetary,1.0,184.38,0.87,10.0,5.0,3,0
EMP-06802,Engineering,Senior,22,9,4,PTO,0.75,281.53,0.22,9.5,4.6,6,0
EMP-06803,Engineering,Manager,84,13,5,Badge,1.08,6.52,0.34,9.0,3.6,5,0
EMP-06804,Sales,Junior,16,9,2,Points,0.75,27.54,1.0,7.9,5.0,3,0
EMP-06805,Sales,Junior,19,7,1,Badge,0.58,2.22,0.61,7.0,5.0,6,0
EMP-06806,Operations,Mid,48,4,1,Points,0.33,46.13,0.85,7.5,4.5,8,0
EMP-06807,Operations,Junior,3,2,3,Monetary,0.17,161.44,0.39,6.1,3.5,7,0
EMP-06808,Sales,Senior,59,6,6,Points,0.5,20.1,0.53,7.2,4.5,2,0
EMP-06809,Sales,Senior,56,13,2,Points,1.08,35.03,0.73,8.9,4.3,7,0
EMP-06810,Sales,Manager,59,13,11,Badge,1.08,6.11,0.49,7.2,5.0,6,0
EMP-06811,Operations,Junior,4,7,1,Points,0.58,9.84,0.52,6.7,4.5,3,0
EMP-06812,Engineering,Mid,20,7,5,Points,0.58,46.9,0.35,7.0,4.6,0,0
EMP-06813,Engineering,Mid,20,6,4,PTO,0.5,51.48,0.82,7.4,4.5,1,0
EMP-06814,Operations,Junior,9,4,0,PTO,0.33,257.03,0.7,5.5,4.4,4,0
EMP-06815,Sales,Mid,31,8,2,PTO,0.67,177.86,0.64,7.7,4.5,6,0
EMP-06816,Engineering,Mid,37,10,1,Points,0.83,42.16,0.74,8.9,4.8,4,0
EMP-06817,Engineering,Mid,43,9,1,Badge,0.75,5.56,0.55,8.0,4.4,6,0
EMP-06818,Customer Support,Mid,10,4,4,PTO,0.33,88.31,0.43,5.0,2.4,5,0
EMP-06819,Operations,Junior,11,3,0,PTO,0.25,168.42,0.5,4.8,4.2,4,0
EMP-06820,Operations,Mid,14,9,2,Points,0.75,44.55,0.41,7.0,4.2,3,0
EMP-06821,Sales,Mid,34,9,7,Points,0.75,15.33,0.65,8.6,4.5,3,0
EMP-06822,Marketing,Junior,12,2,2,Points,0.17,10.39,0.75,4.6,3.2,4,0
EMP-06823,Customer Support,Mid,25,7,1,Badge,0.58,4.14,0.36,6.6,4.0,4,0
EMP-06824,Customer Support,Junior,9,3,1,Points,0.25,41.5,0.56,5.8,3.9,5,0
EMP-06825,Engineering,Mid,29,11,1,Badge,0.92,7.06,0.69,8.9,4.6,3,0
EMP-06826,Operations,Junior,54,2,0,Points,0.17,49.85,0.42,7.2,3.5,3,0
EMP-06827,Engineering,Mid,33,7,2,Badge,0.58,8.8,0.66,8.6,4.1,8,0
EMP-06828,Engineering,Senior,46,12,2,Points,1.0,12.71,0.75,8.7,4.9,3,0
EMP-06829,Marketing,Mid,33,9,2,Badge,0.75,7.88,0.74,8.3,4.4,3,0
EMP-06830,Sales,Senior,40,13,5,Badge,1.08,7.18,0.79,7.4,5.0,8,0
EMP-06831,Customer Support,Mid,25,6,0,Points,0.5,13.8,0.61,6.5,3.3,4,0
EMP-06832,Engineering,Mid,21,2,3,Badge,0.17,7.8,0.55,8.5,4.7,1,0
EMP-06833,Sales,Senior,78,17,7,Monetary,1.42,67.46,0.39,8.9,4.4,3,0
EMP-06834,Customer Support,Mid,50,5,1,Badge,0.42,4.56,0.55,5.6,3.9,2,0
EMP-06835,Customer Support,Senior,56,6,8,Badge,0.5,2.77,0.35,8.8,4.1,4,0
EMP-06836,Engineering,Mid,48,5,7,Badge,0.42,4.51,0.12,7.0,5.0,3,0
EMP-06837,Sales,Mid,41,9,6,Points,0.75,18.59,0.83,8.9,5.0,3,0
EMP-06838,Marketing,Senior,50,9,6,Monetary,0.75,140.35,0.69,8.0,4.4,6,0
EMP-06839,Engineering,Junior,7,3,1,Monetary,0.25,165.37,0.64,3.9,2.7,12,1
EMP-06840,Customer Support,Mid,21,1,2,Monetary,0.08,28.26,0.58,5.7,3.4,5,0
EMP-06841,Customer Support,Junior,6,2,4,Points,0.17,23.12,0.61,6.0,3.6,3,0
EMP-06842,Engineering,Mid,23,3,5,Points,0.25,11.55,0.26,4.9,3.7,1,0
EMP-06843,Engineering,Junior,14,4,0,Badge,0.33,0.19,0.69,3.9,4.0,2,1
EMP-06844,Engineering,Mid,32,4,4,Monetary,0.33,197.05,0.44,8.4,5.0,4,0
EMP-06845,Customer Support,Senior,33,8,3,Badge,0.67,6.74,0.59,7.5,3.2,2,0
EMP-06846,Engineering,Senior,37,10,2,PTO,0.83,163.08,0.58,7.2,4.1,4,0
EMP-06847,Sales,Mid,22,8,4,PTO,0.67,157.75,0.81,8.4,5.0,5,0
EMP-06848,Sales,Manager,86,9,10,Badge,0.75,8.41,0.51,7.5,5.0,6,0
EMP-06849,Marketing,Mid,37,10,1,Points,0.83,30.68,0.73,8.3,5.0,4,0
EMP-06850,Engineering,Mid,41,10,2,Points,0.83,38.71,0.55,8.3,4.3,0,0
EMP-06851,Engineering,Senior,19,6,5,Points,0.5,46.42,0.41,7.6,3.7,2,0
EMP-06852,Customer Support,Senior,48,9,6,Badge,0.75,8.84,0.75,7.5,4.0,4,0
EMP-06853,Customer Support,Senior,41,13,3,Points,1.08,9.27,0.65,7.2,4.7,4,0
EMP-06854,Operations,Junior,1,0,0,Points,0.0,26.87,0.0,2.0,2.7,8,1
EMP-06855,Engineering,Mid,32,12,3,Points,1.0,33.51,0.44,8.1,5.0,3,0
EMP-06856,Sales,Senior,51,9,2,Monetary,0.75,106.06,0.89,7.9,5.0,3,0
EMP-06857,Marketing,Mid,31,6,4,Points,0.5,18.06,0.24,8.5,4.9,3,0
EMP-06858,Engineering,Senior,53,5,8,Points,0.42,46.24,0.84,7.9,4.3,6,0
EMP-06859,Customer Support,Mid,60,4,6,Badge,0.33,8.99,0.76,6.2,3.9,5,0
EMP-06860,Marketing,Senior,88,5,3,Points,0.42,42.88,0.5,6.4,4.2,2,0
EMP-06861,Engineering,Junior,5,5,1,Points,0.42,47.0,0.32,4.5,3.2,8,0
EMP-06862,Customer Support,Mid,60,11,1,Badge,0.92,7.43,0.67,7.6,4.3,5,0
EMP-06863,Customer Support,Junior,32,0,0,Badge,0.0,3.9,0.0,1.4,2.8,9,1
EMP-06864,Engineering,Senior,39,6,4,Badge,0.5,4.98,0.66,7.4,4.6,5,0
EMP-06865,Marketing,Senior,64,7,6,Points,0.58,42.08,0.29,7.0,3.9,4,0
EMP-06866,Sales,Junior,23,3,0,Points,0.25,45.98,0.8,6.3,3.0,3,0
EMP-06867,Sales,Senior,52,12,4,Points,1.0,35.17,1.0,9.6,3.8,5,0
EMP-06868,Engineering,Mid,3,8,8,Points,0.67,31.15,0.61,7.7,4.8,4,0
EMP-06869,Marketing,Junior,12,2,2,Badge,0.17,8.93,0.54,5.7,2.9,3,0
EMP-06870,Customer Support,Mid,33,2,3,Badge,0.17,7.5,0.25,5.5,3.9,6,0
EMP-06871,Sales,Junior,7,7,0,Monetary,0.58,184.82,0.91,5.8,3.7,7,0
EMP-06872,Engineering,Mid,27,6,2,Badge,0.5,8.83,0.52,6.8,4.3,8,0
EMP-06873,Marketing,Mid,20,10,4,Badge,0.83,3.29,0.46,7.5,4.7,2,0
EMP-06874,Sales,Senior,61,11,7,Badge,0.92,1.31,0.4,8.4,5.0,3,0
EMP-06875,Operations,Senior,55,10,3,Badge,0.83,7.02,0.8,7.5,4.1,3,0
EMP-06876,Sales,Mid,42,8,1,PTO,0.67,283.44,0.31,8.2,5.0,8,0
EMP-06877,Engineering,Junior,14,4,2,Points,0.33,45.93,0.35,6.7,4.4,6,0
EMP-06878,Engineering,Manager,94,8,7,Badge,0.67,9.2,0.49,8.1,4.4,1,0
EMP-06879,Operations,Senior,34,5,3,PTO,0.42,267.77,0.7,7.8,3.9,8,0
EMP-06880,Engineering,Junior,39,1,0,Points,0.08,24.73,0.84,8.4,5.0,4,0
EMP-06881,Operations,Senior,45,10,2,Points,0.83,47.15,0.76,8.2,4.0,8,0
EMP-06882,Engineering,Junior,6,3,4,Badge,0.25,6.37,0.87,4.8,3.6,5,0
EMP-06883,Sales,Mid,35,8,4,Points,0.67,42.36,0.91,7.1,3.8,3,0
EMP-06884,Sales,Mid,58,12,3,Points,1.0,18.46,0.72,10.0,3.7,3,0
EMP-06885,Customer Support,Mid,23,9,1,Badge,0.75,5.0,0.76,6.7,,2,0
EMP-06886,Customer Support,Manager,66,7,13,Badge,0.58,1.17,0.39,8.5,5.0,2,0
EMP-06887,Engineering,Mid,62,11,2,Monetary,0.92,51.98,0.28,7.6,,3,0
EMP-06888,Sales,Junior,1,5,3,Points,0.42,41.33,0.84,6.3,4.7,6,0
EMP-06889,Engineering,Manager,49,8,12,PTO,0.67,285.98,0.23,7.6,4.1,4,0
EMP-06890,Sales,Manager,46,10,6,Badge,0.83,5.28,0.76,7.5,4.6,3,0
EMP-06891,Sales,Senior,49,19,8,PTO,1.58,171.45,0.29,8.1,4.8,6,0
EMP-06892,Customer Support,Mid,59,10,2,Badge,0.83,9.42,0.37,5.8,3.9,2,0
EMP-06893,Customer Support,Junior,24,3,0,Points,0.25,42.4,0.47,4.1,3.2,6,0
EMP-06894,Sales,Senior,77,17,2,Monetary,1.42,56.97,0.51,8.0,4.8,7,0
EMP-06895,Sales,Junior,15,3,3,Points,0.25,6.88,0.42,5.6,4.9,3,0
EMP-06896,Customer Support,Junior,3,3,3,Points,0.25,47.76,0.48,2.3,2.2,10,1
EMP-06897,Operations,Mid,32,5,4,Monetary,0.42,119.56,0.32,6.3,3.4,1,0
EMP-06898,Engineering,Junior,11,7,0,Points,0.58,34.09,0.38,6.4,3.5,3,0
EMP-06899,Sales,Junior,2,6,1,Points,0.5,28.89,0.45,5.5,4.7,7,0
EMP-06900,Sales,Mid,43,9,2,Points,0.75,38.24,0.97,6.8,3.8,2,0
EMP-06901,Engineering,Junior,23,3,1,Badge,0.25,8.98,0.54,6.5,4.0,7,0
EMP-06902,Engineering,Junior,32,5,1,Badge,0.42,9.94,0.87,6.4,3.7,2,0
EMP-06903,Engineering,Junior,17,10,2,Points,0.83,21.36,0.77,8.2,5.0,2,0
EMP-06904,Marketing,Junior,33,3,2,Monetary,0.25,115.91,0.58,7.1,4.6,3,0
EMP-06905,Engineering,Senior,60,11,5,PTO,0.92,270.88,0.9,8.8,4.5,4,0
EMP-06906,Engineering,Senior,41,13,7,Badge,1.08,4.36,0.6,8.2,4.6,3,0
EMP-06907,Engineering,Mid,12,5,0,Badge,0.42,3.59,0.74,7.8,3.9,5,0
EMP-06908,Operations,Mid,29,7,1,Badge,0.58,9.69,0.55,6.1,4.9,4,0
EMP-06909,Operations,Junior,13,4,1,Badge,0.33,7.32,0.4,7.7,,5,0
EMP-06910,Sales,Junior,13,7,4,Points,0.58,27.81,0.46,6.6,3.6,1,0
EMP-06911,Sales,Junior,4,5,2,Points,0.42,40.82,0.76,5.8,5.0,7,0
EMP-06912,Customer Support,Mid,13,1,0,Monetary,0.08,80.82,0.31,5.9,3.5,3,0
EMP-06913,Engineering,Senior,42,8,4,Points,0.67,31.51,0.92,8.3,5.0,5,0
EMP-06914,Engineering,Mid,23,5,2,Badge,0.42,7.11,0.76,7.6,4.5,6,0
EMP-06915,Sales,Mid,12,5,2,Monetary,0.42,150.29,0.89,7.1,3.9,2,0
EMP-06916,Engineering,Junior,39,6,2,Points,0.5,13.81,0.74,9.0,4.0,2,0
EMP-06917,Sales,Senior,35,9,5,Badge,0.75,9.95,1.0,6.7,3.7,8,0
EMP-06918,Customer Support,Mid,45,10,3,Badge,0.83,7.54,0.58,6.3,3.8,3,0
